Time,Temperature(C),Humidity(%RH),MAC Address
2024-03-21 10:20 AM,34.66,66.27,
2024-03-21 10:30 AM,34.7,66.37,
2024-03-21 10:40 AM,34.74,66.47,
2024-03-21 10:50 AM,34.58,66.49,
2024-03-21 11:00 AM,34.56,66.64,
2024-03-21 11:10 AM,34.54,66.8,
2024-03-21 11:20 AM,34.51,66.96,
2024-03-21 11:30 AM,34.49,67.12,
2024-03-21 11:40 AM,34.46,67.27,
2024-03-21 11:50 AM,34.44,67.43,
2024-03-21 12:00 PM,34.41,67.59,
2024-03-21 12:10 PM,34.39,67.75,
2024-03-21 12:20 PM,34.36,67.91,
2024-03-21 12:30 PM,34.31,67.4,
2024-03-21 12:40 PM,34.33,67.53,
2024-03-21 12:50 PM,34.36,67.66,
2024-03-21 1:00 PM,34.39,67.79,
2024-03-21 1:10 PM,34.41,67.92,
2024-03-21 1:20 PM,34.44,68.05,
2024-03-21 1:30 PM,34.47,68.18,
2024-03-21 1:40 PM,34.49,68.31,
2024-03-21 1:50 PM,34.52,68.44,
2024-03-21 2:00 PM,34.55,68.57,
2024-03-21 2:10 PM,34.56,68.4,
2024-03-21 2:20 PM,34.54,68.51,
2024-03-21 2:30 PM,34.52,68.62,
2024-03-21 2:40 PM,34.5,68.73,
2024-03-21 2:50 PM,34.48,68.84,
2024-03-21 3:00 PM,34.45,68.96,
2024-03-21 3:10 PM,34.43,69.07,
2024-03-21 3:20 PM,34.41,69.18,
2024-03-21 3:30 PM,34.39,69.29,
2024-03-21 3:40 PM,34.36,69.41,
2024-03-21 3:50 PM,34.31,68.77,
2024-03-21 4:00 PM,34.33,68.9,
2024-03-21 4:10 PM,34.36,69.04,
2024-03-21 4:20 PM,34.39,69.18,
2024-03-21 4:30 PM,34.41,69.31,
2024-03-21 4:40 PM,34.44,69.45,
2024-03-21 4:50 PM,34.47,69.59,
2024-03-21 5:00 PM,34.49,69.72,
2024-03-21 5:10 PM,34.52,69.86,
2024-03-21 5:20 PM,34.55,70,
2024-03-21 5:30 PM,34.31,69.8,
2024-03-21 5:40 PM,34.33,69.77,
2024-03-21 5:50 PM,34.36,69.73,
2024-03-21 6:00 PM,34.39,69.69,
2024-03-21 6:10 PM,34.42,69.65,
2024-03-21 6:20 PM,34.44,69.62,
2024-03-21 6:30 PM,34.47,69.58,
2024-03-21 6:40 PM,34.5,69.54,
2024-03-21 6:50 PM,34.53,69.5,
2024-03-21 7:00 PM,34.56,69.46,
2024-03-21 7:10 PM,34.55,68.67,
2024-03-21 7:20 PM,34.52,68.81,
2024-03-21 7:30 PM,34.49,68.95,
2024-03-21 7:40 PM,34.45,69.1,
2024-03-21 7:50 PM,34.42,69.24,
2024-03-21 8:00 PM,34.38,69.38,
2024-03-21 8:10 PM,34.35,69.53,
2024-03-21 8:20 PM,34.31,69.67,
2024-03-21 8:30 PM,34.28,69.81,
2024-03-21 8:40 PM,34.24,69.96,
2024-03-21 8:50 PM,34.58,68.42,
2024-03-21 9:00 PM,34.54,68.59,
2024-03-21 9:10 PM,34.5,68.76,
2024-03-21 9:20 PM,34.45,68.94,
2024-03-21 9:30 PM,34.41,69.11,
2024-03-21 9:40 PM,34.36,69.28,
2024-03-21 9:50 PM,34.32,69.46,
2024-03-21 10:00 PM,34.27,69.63,
2024-03-21 10:10 PM,34.23,69.8,
2024-03-21 10:20 PM,34.18,69.98,
2024-03-21 10:30 PM,34.31,69.85,
2024-03-21 10:40 PM,34.31,69.77,
2024-03-21 10:50 PM,34.31,69.69,
2024-03-21 11:00 PM,34.32,69.61,
