Time,Temperature,Humidity(%RH),MAC address(49:22:11:08:0C:D6)
11/04/2024 7:30,31.1,77.61,
11/04/2024 7:20,31.07,77.49,
11/04/2024 7:10,31.03,77.36,
11/04/2024 7:00,31,77.23,
11/04/2024 6:50,30.97,77.11,
11/04/2024 6:40,31.2,77.76,
11/04/2024 6:30,31.12,77.57,
11/04/2024 6:20,31.05,77.39,
11/04/2024 6:10,30.97,77.2,
11/04/2024 6:00,30.9,77.02,
11/04/2024 5:50,30.82,76.83,
11/04/2024 5:40,30.75,76.65,
11/04/2024 5:30,30.67,76.46,
11/04/2024 5:20,30.6,76.28,
11/04/2024 5:10,30.53,76.1,
11/04/2024 5:00,30.6,77.6,
11/04/2024 4:50,30.66,77.44,
11/04/2024 4:40,30.72,77.28,
11/04/2024 4:30,30.78,77.12,
11/04/2024 4:20,30.84,76.96,
11/04/2024 4:10,30.89,76.8,
11/04/2024 4:00,30.95,76.64,
11/04/2024 3:50,31.01,76.48,
11/04/2024 3:40,31.07,76.32,
11/04/2024 3:30,31.12,76.16,
11/04/2024 3:20,30.97,76.96,
11/04/2024 3:10,30.92,77.04,
11/04/2024 3:00,30.88,77.12,
11/04/2024 2:50,30.84,77.2,
11/04/2024 2:40,30.79,77.28,
11/04/2024 2:30,30.75,77.36,
11/04/2024 2:20,30.71,77.44,
11/04/2024 2:10,30.66,77.52,
11/04/2024 2:00,30.62,77.6,
11/04/2024 1:50,30.58,77.68,
11/04/2024 1:40,30.53,77.86,
11/04/2024 1:30,30.58,77.68,
11/04/2024 1:20,30.63,77.5,
11/04/2024 1:10,30.68,77.32,
11/04/2024 1:00,30.73,77.14,
11/04/2024 0:50,30.78,76.96,
11/04/2024 0:40,30.83,76.78,
11/04/2024 0:30,30.88,76.6,
11/04/2024 0:20,30.93,76.42,
11/04/2024 0:10,30.97,76.24,
11/04/2024 0:00,30.49,78.11,
10/04/2024 23:50,30.55,77.93,
10/04/2024 23:40,30.61,77.75,
10/04/2024 23:30,30.67,77.58,
