Time,Temperature(â„ƒ),Humidity(%RH),MAC address(49:42:08:00:6E:9A)
6/04/2024 23:50,38.01,30.8,
6/04/2024 23:40,37.99,30.75,
6/04/2024 23:30,37.97,30.7,
6/04/2024 23:20,37.95,30.65,
6/04/2024 23:10,37.93,30.6,
6/04/2024 23:00,37.91,30.55,
6/04/2024 22:50,37.89,30.5,
6/04/2024 22:40,37.87,30.45,
6/04/2024 22:30,37.85,30.4,
6/04/2024 22:20,37.98,30.27,
6/04/2024 22:10,37.94,30.31,
6/04/2024 22:00,37.9,30.35,
6/04/2024 21:50,37.87,30.38,
6/04/2024 21:40,37.83,30.42,
6/04/2024 21:30,37.8,30.46,
6/04/2024 21:20,37.76,30.49,
6/04/2024 21:10,37.73,30.53,
6/04/2024 21:00,37.69,30.57,
6/04/2024 20:50,37.66,30.6,
6/04/2024 20:40,37.66,30.25,
6/04/2024 20:30,37.71,30.32,
6/04/2024 20:20,37.75,30.39,
6/04/2024 20:10,37.79,30.45,
6/04/2024 20:00,37.83,30.52,
6/04/2024 19:50,37.88,30.59,
6/04/2024 19:40,37.92,30.65,
6/04/2024 19:30,37.96,30.72,
6/04/2024 19:20,38,30.79,
6/04/2024 19:10,38.04,30.85,
6/04/2024 19:00,37.98,30.96,
6/04/2024 18:50,37.96,30.93,
6/04/2024 18:40,37.95,30.9,
6/04/2024 18:30,37.93,30.87,
6/04/2024 18:20,37.92,30.84,
6/04/2024 18:10,37.9,30.81,
6/04/2024 18:00,37.89,30.78,
6/04/2024 17:50,37.87,30.75,
6/04/2024 17:40,37.86,30.72,
6/04/2024 17:30,37.85,30.7,
6/04/2024 17:20,37.84,30.56,
6/04/2024 17:10,37.86,30.61,
6/04/2024 17:00,37.88,30.66,
6/04/2024 16:50,37.89,30.71,
6/04/2024 16:40,37.91,30.76,
6/04/2024 16:30,37.92,30.81,
6/04/2024 16:20,37.94,30.86,
6/04/2024 16:10,37.95,30.91,
6/04/2024 16:00,37.97,30.96,
6/04/2024 15:50,37.98,31.01,
6/04/2024 15:40,37.82,31.11,
6/04/2024 15:30,37.86,30.83,
6/04/2024 15:20,37.89,30.56,
6/04/2024 15:10,37.92,30.29,
6/04/2024 15:00,37.95,30.02,
6/04/2024 14:50,37.99,29.74,
6/04/2024 14:40,38.02,29.47,
6/04/2024 14:30,38.05,29.2,
6/04/2024 14:20,38.08,28.93,
6/04/2024 14:10,38.11,28.66,
6/04/2024 14:00,37.72,25.08,
6/04/2024 13:50,37.77,27.49,
6/04/2024 13:40,37.81,29.89,
6/04/2024 13:30,37.85,32.29,
6/04/2024 13:20,37.89,34.7,
6/04/2024 13:10,37.94,37.1,
6/04/2024 13:00,37.98,39.5,
6/04/2024 12:50,38.02,41.91,
6/04/2024 12:40,38.06,44.31,
6/04/2024 12:30,38.1,46.71,
6/04/2024 12:20,38.04,46.36,
6/04/2024 12:10,38.08,46.18,
6/04/2024 12:00,38.11,46,
6/04/2024 11:50,38.15,45.83,
6/04/2024 11:40,38.18,45.65,
6/04/2024 11:30,38.22,45.47,
6/04/2024 11:20,38.25,45.3,
6/04/2024 11:10,38.29,45.12,
6/04/2024 11:00,38.32,44.94,
6/04/2024 10:50,38.35,44.77,
6/04/2024 10:40,38.04,44.92,
6/04/2024 10:30,38.08,44.99,
6/04/2024 10:20,38.11,45.06,
6/04/2024 10:10,38.15,45.13,
6/04/2024 10:00,38.18,45.2,
6/04/2024 9:50,38.22,45.26,
6/04/2024 9:40,38.25,45.33,
6/04/2024 9:30,38.29,45.4,
6/04/2024 9:20,38.32,45.47,
6/04/2024 9:10,38.35,45.53,
6/04/2024 9:00,38.48,44.65,
6/04/2024 8:50,38.45,44.51,
6/04/2024 8:40,38.42,44.37,
6/04/2024 8:30,38.39,44.24,
6/04/2024 8:20,38.36,44.1,
6/04/2024 8:10,38.33,43.97,
6/04/2024 8:00,38.3,43.83,
6/04/2024 7:50,38.27,43.7,
6/04/2024 7:40,38.24,43.56,
6/04/2024 7:30,38.22,43.43,
6/04/2024 7:20,38.16,43.93,
6/04/2024 7:10,38.19,44.12,
6/04/2024 7:00,38.21,44.3,
6/04/2024 6:50,38.23,44.49,
6/04/2024 6:40,38.26,44.67,
6/04/2024 6:30,38.28,44.86,
6/04/2024 6:20,38.3,45.04,
6/04/2024 6:10,38.33,45.23,
6/04/2024 6:00,38.35,45.41,
6/04/2024 5:50,38.37,45.59,
6/04/2024 5:40,38.07,45.84,
6/04/2024 5:30,38.09,45.96,
6/04/2024 5:20,38.11,46.08,
6/04/2024 5:10,38.12,46.2,
6/04/2024 5:00,38.14,46.32,
6/04/2024 4:50,38.16,46.44,
6/04/2024 4:40,38.17,46.56,
6/04/2024 4:30,38.19,46.68,
6/04/2024 4:20,38.21,46.8,
6/04/2024 4:10,38.22,46.91,
6/04/2024 4:00,38.11,46.63,
6/04/2024 3:50,38.14,46.68,
6/04/2024 3:40,38.17,46.72,
6/04/2024 3:30,38.19,46.76,
6/04/2024 3:20,38.22,46.8,
6/04/2024 3:10,38.25,46.84,
6/04/2024 3:00,38.27,46.88,
6/04/2024 2:50,38.3,46.92,
6/04/2024 2:40,38.33,46.96,
6/04/2024 2:30,38.35,47,
6/04/2024 2:20,38.35,46.99,
6/04/2024 2:10,38.31,47.06,
6/04/2024 2:00,38.28,47.12,
6/04/2024 1:50,38.25,47.18,
6/04/2024 1:40,38.22,47.25,
6/04/2024 1:30,38.19,47.31,
6/04/2024 1:20,38.16,47.37,
6/04/2024 1:10,38.13,47.44,
6/04/2024 1:00,38.1,47.5,
6/04/2024 0:50,38.07,47.56,
6/04/2024 0:40,38.16,47.2,
6/04/2024 0:30,38.14,47.26,
6/04/2024 0:20,38.13,47.32,
6/04/2024 0:10,38.12,47.37,
6/04/2024 0:00,38.1,47.43,
5/04/2024 23:50,38.09,47.48,
5/04/2024 23:40,38.08,47.54,
5/04/2024 23:30,38.06,47.59,
5/04/2024 23:20,38.05,47.65,
5/04/2024 23:10,38.04,47.7,
5/04/2024 23:00,38.17,47.41,
5/04/2024 22:50,38.13,47.47,
5/04/2024 22:40,38.09,47.52,
5/04/2024 22:30,38.05,47.57,
5/04/2024 22:20,38.01,47.63,
5/04/2024 22:10,37.98,47.68,
5/04/2024 22:00,37.94,47.73,
5/04/2024 21:50,37.9,47.79,
5/04/2024 21:40,37.86,47.84,
5/04/2024 21:30,37.83,47.89,
5/04/2024 21:20,37.96,48.02,
5/04/2024 21:10,37.99,47.98,
5/04/2024 21:00,38.01,47.94,
5/04/2024 20:50,38.03,47.9,
5/04/2024 20:40,38.05,47.86,
5/04/2024 20:30,38.08,47.83,
5/04/2024 20:20,38.1,47.79,
5/04/2024 20:10,38.12,47.75,
5/04/2024 20:00,38.14,47.71,
5/04/2024 19:50,38.16,47.68,
5/04/2024 19:40,38.1,48.65,
5/04/2024 19:30,38.08,48.56,
5/04/2024 19:20,38.07,48.47,
5/04/2024 19:10,38.06,48.38,
5/04/2024 19:00,38.04,48.29,
5/04/2024 18:50,38.03,48.2,
5/04/2024 18:40,38.02,48.11,
5/04/2024 18:30,38,48.02,
5/04/2024 18:20,37.99,47.93,
5/04/2024 18:10,37.98,47.85,
5/04/2024 18:00,38.11,48.54,
5/04/2024 17:50,38.08,48.48,
5/04/2024 17:40,38.05,48.42,
5/04/2024 17:30,38.02,48.37,
5/04/2024 17:20,37.99,48.31,
5/04/2024 17:10,37.96,48.25,
5/04/2024 17:00,37.93,48.2,
5/04/2024 16:50,37.9,48.14,
5/04/2024 16:40,37.87,48.08,
5/04/2024 16:30,37.85,48.03,
5/04/2024 16:20,38.08,47.96,
5/04/2024 16:10,38.05,48.05,
5/04/2024 16:00,38.02,48.13,
5/04/2024 15:50,38,48.21,
5/04/2024 15:40,37.97,48.29,
5/04/2024 15:30,37.95,48.38,
5/04/2024 15:20,37.92,48.46,
5/04/2024 15:10,37.9,48.54,
5/04/2024 15:00,37.87,48.62,
5/04/2024 14:50,37.85,48.7,
5/04/2024 14:40,38.16,47.68,
5/04/2024 14:30,38.12,47.39,
5/04/2024 14:20,38.09,47.1,
5/04/2024 14:10,38.06,46.81,
5/04/2024 14:00,38.02,46.52,
5/04/2024 13:50,37.99,46.24,
5/04/2024 13:40,37.96,45.95,
5/04/2024 13:30,37.92,45.66,
5/04/2024 13:20,37.89,45.37,
5/04/2024 13:10,37.86,45.09,
5/04/2024 13:00,38.04,28.06,
5/04/2024 12:50,38.01,30.06,
5/04/2024 12:40,37.99,32.06,
5/04/2024 12:30,37.96,34.05,
5/04/2024 12:20,37.94,36.05,
5/04/2024 12:10,37.91,38.04,
5/04/2024 12:00,37.89,40.04,
5/04/2024 11:50,37.86,42.03,
5/04/2024 11:40,37.84,44.03,
5/04/2024 11:30,37.82,46.02,
5/04/2024 11:20,38.11,45.19,
5/04/2024 11:10,38.09,45.14,
5/04/2024 11:00,38.07,45.09,
5/04/2024 10:50,38.06,45.04,
5/04/2024 10:40,38.04,44.99,
5/04/2024 10:30,38.03,44.94,
5/04/2024 10:20,38.01,44.89,
5/04/2024 10:10,38,44.84,
5/04/2024 10:00,37.98,44.79,
5/04/2024 9:50,37.97,44.74,
5/04/2024 9:40,38.15,45,
5/04/2024 9:30,38.12,44.96,
5/04/2024 9:20,38.09,44.92,
5/04/2024 9:10,38.07,44.89,
5/04/2024 9:00,38.04,44.85,
5/04/2024 8:50,38.01,44.81,
5/04/2024 8:40,37.99,44.78,
5/04/2024 8:30,37.96,44.74,
5/04/2024 8:20,37.93,44.7,
5/04/2024 8:10,37.91,44.67,
5/04/2024 8:00,38.11,44.9,
5/04/2024 7:50,38.08,44.87,
5/04/2024 7:40,38.05,44.84,
5/04/2024 7:30,38.03,44.82,
5/04/2024 7:20,38,44.79,
5/04/2024 7:10,37.98,44.76,
5/04/2024 7:00,37.95,44.74,
5/04/2024 6:50,37.93,44.71,
5/04/2024 6:40,37.9,44.68,
5/04/2024 6:30,37.88,44.66,
5/04/2024 6:20,38.05,44.7,
5/04/2024 6:10,38.01,44.66,
5/04/2024 6:00,37.97,44.62,
5/04/2024 5:50,37.94,44.59,
5/04/2024 5:40,37.9,44.55,
5/04/2024 5:30,37.86,44.51,
5/04/2024 5:20,37.83,44.48,
5/04/2024 5:10,37.79,44.44,
5/04/2024 5:00,37.75,44.4,
5/04/2024 4:50,37.72,44.37,
5/04/2024 4:40,37.84,44.51,
5/04/2024 4:30,37.86,44.48,
5/04/2024 4:20,37.88,44.45,
5/04/2024 4:10,37.89,44.42,
5/04/2024 4:00,37.91,44.39,
5/04/2024 3:50,37.92,44.37,
5/04/2024 3:40,37.94,44.34,
5/04/2024 3:30,37.95,44.31,
5/04/2024 3:20,37.97,44.28,
5/04/2024 3:10,37.98,44.26,
5/04/2024 3:00,38.04,44.54,
5/04/2024 2:50,38.01,44.5,
5/04/2024 2:40,37.98,44.47,
5/04/2024 2:30,37.95,44.44,
5/04/2024 2:20,37.92,44.41,
5/04/2024 2:10,37.9,44.37,
5/04/2024 2:00,37.87,44.34,
5/04/2024 1:50,37.84,44.31,
5/04/2024 1:40,37.81,44.28,
5/04/2024 1:30,37.79,44.25,
5/04/2024 1:20,38.07,44.8,
5/04/2024 1:10,38.03,44.74,
5/04/2024 1:00,37.99,44.69,
5/04/2024 0:50,37.95,44.64,
5/04/2024 0:40,37.91,44.58,
5/04/2024 0:30,37.87,44.53,
5/04/2024 0:20,37.83,44.48,
5/04/2024 0:10,37.79,44.42,
5/04/2024 0:00,37.75,44.37,
4/04/2024 23:50,37.72,44.32,
4/04/2024 23:40,37.98,44.7,
4/04/2024 23:30,37.95,44.66,
4/04/2024 23:20,37.93,44.62,
4/04/2024 23:10,37.91,44.59,
4/04/2024 23:00,37.89,44.55,
4/04/2024 22:50,37.87,44.52,
4/04/2024 22:40,37.85,44.48,
4/04/2024 22:30,37.83,44.45,
4/04/2024 22:20,37.81,44.41,
4/04/2024 22:10,37.79,44.38,
4/04/2024 22:00,37.61,44.1,
4/04/2024 21:50,37.64,44.17,
4/04/2024 21:40,37.67,44.23,
4/04/2024 21:30,37.69,44.29,
4/04/2024 21:20,37.72,44.36,
4/04/2024 21:10,37.75,44.42,
4/04/2024 21:00,37.77,44.48,
4/04/2024 20:50,37.8,44.55,
4/04/2024 20:40,37.83,44.61,
4/04/2024 20:30,37.85,44.67,
4/04/2024 20:20,37.66,44.53,
4/04/2024 20:10,37.7,44.58,
4/04/2024 20:00,37.74,44.63,
4/04/2024 19:50,37.77,44.68,
4/04/2024 19:40,37.81,44.73,
4/04/2024 19:30,37.85,44.78,
4/04/2024 19:20,37.88,44.83,
4/04/2024 19:10,37.92,44.88,
4/04/2024 19:00,37.96,44.93,
4/04/2024 18:50,37.99,44.97,
4/04/2024 18:40,37.75,44.74,
4/04/2024 18:30,37.78,44.64,
4/04/2024 18:20,37.81,44.54,
4/04/2024 18:10,37.83,44.44,
4/04/2024 18:00,37.86,44.34,
4/04/2024 17:50,37.88,44.24,
4/04/2024 17:40,37.91,44.14,
4/04/2024 17:30,37.93,44.04,
4/04/2024 17:20,37.96,43.94,
4/04/2024 17:10,37.98,43.85,
4/04/2024 17:00,37.91,43.46,
4/04/2024 16:50,37.89,42.58,
4/04/2024 16:40,37.87,41.7,
4/04/2024 16:30,37.85,40.83,
4/04/2024 16:20,37.83,39.95,
4/04/2024 16:10,37.81,39.07,
4/04/2024 16:00,37.79,38.2,
4/04/2024 15:50,37.77,37.32,
4/04/2024 15:40,37.75,36.44,
4/04/2024 15:30,37.74,35.57,
4/04/2024 15:20,38.04,31.13,
4/04/2024 15:10,38.07,32.56,
4/04/2024 15:00,38.1,33.99,
4/04/2024 14:50,38.13,35.41,
4/04/2024 14:40,38.16,36.84,
4/04/2024 14:30,38.18,38.26,
4/04/2024 14:20,38.21,39.69,
4/04/2024 14:10,38.24,41.11,
4/04/2024 14:00,38.27,42.54,
4/04/2024 13:50,38.29,43.96,
4/04/2024 13:40,38.13,43.44,
4/04/2024 13:30,38.12,43.49,
4/04/2024 13:20,38.11,43.54,
4/04/2024 13:10,38.1,43.59,
4/04/2024 13:00,38.09,43.64,
4/04/2024 12:50,38.08,43.68,
4/04/2024 12:40,38.07,43.73,
4/04/2024 12:30,38.06,43.78,
4/04/2024 12:20,38.05,43.83,
4/04/2024 12:10,38.04,43.87,
4/04/2024 12:00,38.07,43.4,
4/04/2024 11:50,38.09,43.46,
4/04/2024 11:40,38.11,43.52,
4/04/2024 11:30,38.13,43.57,
4/04/2024 11:20,38.15,43.63,
4/04/2024 11:10,38.16,43.69,
4/04/2024 11:00,38.18,43.74,
4/04/2024 10:50,38.2,43.8,
4/04/2024 10:40,38.22,43.86,
4/04/2024 10:30,38.23,43.91,
4/04/2024 10:20,38.13,43.58,
4/04/2024 10:10,38.16,43.54,
4/04/2024 10:00,38.18,43.51,
4/04/2024 9:50,38.21,43.47,
4/04/2024 9:40,38.23,43.44,
4/04/2024 9:30,38.26,43.4,
4/04/2024 9:20,38.28,43.37,
4/04/2024 9:10,38.31,43.33,
4/04/2024 9:00,38.33,43.3,
4/04/2024 8:50,38.35,43.27,
4/04/2024 8:40,38.11,43.45,
4/04/2024 8:30,38.14,43.4,
4/04/2024 8:20,38.16,43.36,
4/04/2024 8:10,38.18,43.32,
4/04/2024 8:00,38.21,43.27,
4/04/2024 7:50,38.23,43.23,
4/04/2024 7:40,38.25,43.19,
4/04/2024 7:30,38.28,43.14,
4/04/2024 7:20,38.3,43.1,
4/04/2024 7:10,38.32,43.06,
4/04/2024 7:00,38.11,43.39,
4/04/2024 6:50,38.14,43.32,
4/04/2024 6:40,38.16,43.25,
4/04/2024 6:30,38.18,43.18,
4/04/2024 6:20,38.21,43.11,
4/04/2024 6:10,38.23,43.04,
4/04/2024 6:00,38.25,42.97,
4/04/2024 5:50,38.28,42.9,
4/04/2024 5:40,38.3,42.83,
4/04/2024 5:30,38.32,42.76,
4/04/2024 5:20,38.1,43.05,
4/04/2024 5:10,38.12,42.98,
4/04/2024 5:00,38.13,42.92,
4/04/2024 4:50,38.14,42.86,
4/04/2024 4:40,38.16,42.79,
4/04/2024 4:30,38.17,42.73,
4/04/2024 4:20,38.18,42.67,
4/04/2024 4:10,38.2,42.6,
4/04/2024 4:00,38.21,42.54,
4/04/2024 3:50,38.22,42.48,
4/04/2024 3:40,38.35,42.5,
4/04/2024 3:30,38.32,42.56,
4/04/2024 3:20,38.29,42.61,
4/04/2024 3:10,38.27,42.66,
4/04/2024 3:00,38.24,42.72,
4/04/2024 2:50,38.21,42.77,
4/04/2024 2:40,38.19,42.82,
4/04/2024 2:30,38.16,42.88,
4/04/2024 2:20,38.13,42.93,
4/04/2024 2:10,38.11,42.98,
4/04/2024 2:00,38.35,42.95,
4/04/2024 1:50,38.31,43,
4/04/2024 1:40,38.27,43.05,
4/04/2024 1:30,38.23,43.1,
4/04/2024 1:20,38.19,43.15,
4/04/2024 1:10,38.15,43.2,
4/04/2024 1:00,38.11,43.25,
4/04/2024 0:50,38.07,43.3,
4/04/2024 0:40,38.03,43.35,
4/04/2024 0:30,38,43.39,
4/04/2024 0:20,38.07,43.26,
4/04/2024 0:10,38.1,43.35,
4/04/2024 0:00,38.13,43.43,
3/04/2024 23:50,38.15,43.51,
3/04/2024 23:40,38.18,43.59,
3/04/2024 23:30,38.2,43.67,
3/04/2024 23:20,38.23,43.75,
3/04/2024 23:10,38.25,43.83,
3/04/2024 23:00,38.28,43.91,
3/04/2024 22:50,38.3,43.99,
3/04/2024 22:40,38.11,43.77,
3/04/2024 22:30,38.09,43.87,
3/04/2024 22:20,38.07,43.97,
3/04/2024 22:10,38.06,44.07,
3/04/2024 22:00,38.04,44.17,
3/04/2024 21:50,38.03,44.27,
3/04/2024 21:40,38.01,44.37,
3/04/2024 21:30,38,44.47,
3/04/2024 21:20,37.98,44.57,
3/04/2024 21:10,37.97,44.66,
3/04/2024 21:00,37.96,44.78,
3/04/2024 20:50,37.99,44.94,
3/04/2024 20:40,38.01,45.09,
3/04/2024 20:30,38.03,45.24,
3/04/2024 20:20,38.05,45.39,
3/04/2024 20:10,38.08,45.55,
3/04/2024 20:00,38.1,45.7,
3/04/2024 19:50,38.12,45.85,
3/04/2024 19:40,38.14,46,
3/04/2024 19:30,38.16,46.15,
3/04/2024 19:20,38.11,46.21,
3/04/2024 19:10,38.08,46.3,
3/04/2024 19:00,38.05,46.39,
3/04/2024 18:50,38.03,46.48,
3/04/2024 18:40,38,46.57,
3/04/2024 18:30,37.98,46.66,
3/04/2024 18:20,37.95,46.75,
3/04/2024 18:10,37.93,46.84,
3/04/2024 18:00,37.9,46.93,
3/04/2024 17:50,37.88,47.02,
3/04/2024 17:40,37.98,45.6,
3/04/2024 17:30,37.95,42.98,
3/04/2024 17:20,37.92,40.37,
3/04/2024 17:10,37.89,37.76,
3/04/2024 17:00,37.86,35.14,
3/04/2024 16:50,37.83,32.53,
3/04/2024 16:40,37.8,29.92,
3/04/2024 16:30,37.77,27.3,
3/04/2024 16:20,37.74,24.69,
3/04/2024 16:10,37.72,22.08,
3/04/2024 16:00,37.66,44.86,
3/04/2024 15:50,37.69,44.73,
3/04/2024 15:40,37.71,44.61,
3/04/2024 15:30,37.73,44.49,
3/04/2024 15:20,37.75,44.36,
3/04/2024 15:10,37.77,44.24,
3/04/2024 15:00,37.79,44.12,
3/04/2024 14:50,37.81,43.99,
3/04/2024 14:40,37.83,43.87,
3/04/2024 14:30,37.85,43.75,
3/04/2024 14:20,37.71,43.73,
3/04/2024 14:10,37.73,43.79,
3/04/2024 14:00,37.75,43.85,
3/04/2024 13:50,37.76,43.9,
3/04/2024 13:40,37.78,43.96,
3/04/2024 13:30,37.79,44.01,
3/04/2024 13:20,37.81,44.07,
3/04/2024 13:10,37.82,44.12,
3/04/2024 13:00,37.84,44.18,
3/04/2024 12:50,37.85,44.23,
3/04/2024 12:40,37.98,44.29,
3/04/2024 12:30,37.95,44.15,
3/04/2024 12:20,37.92,44.02,
3/04/2024 12:10,37.89,43.89,
3/04/2024 12:00,37.86,43.75,
3/04/2024 11:50,37.83,43.62,
3/04/2024 11:40,37.8,43.49,
3/04/2024 11:30,37.77,43.35,
3/04/2024 11:20,37.74,43.22,
3/04/2024 11:10,37.72,43.09,
3/04/2024 11:00,37.83,43.24,
3/04/2024 10:50,37.87,43.12,
3/04/2024 10:40,37.9,43.01,
3/04/2024 10:30,37.93,42.89,
3/04/2024 10:20,37.97,42.78,
3/04/2024 10:10,38,42.66,
3/04/2024 10:00,38.03,42.55,
3/04/2024 9:50,38.07,42.43,
3/04/2024 9:40,38.1,42.32,
3/04/2024 9:30,38.13,42.21,
3/04/2024 9:20,38.11,42.06,
3/04/2024 9:10,38.09,41.99,
3/04/2024 9:00,38.08,41.92,
3/04/2024 8:50,38.06,41.85,
3/04/2024 8:40,38.05,41.78,
3/04/2024 8:30,38.03,41.72,
3/04/2024 8:20,38.02,41.65,
3/04/2024 8:10,38,41.58,
3/04/2024 8:00,37.99,41.51,
3/04/2024 7:50,37.98,41.45,
3/04/2024 7:40,37.85,41.4,
3/04/2024 7:30,37.89,41.46,
3/04/2024 7:20,37.92,41.51,
3/04/2024 7:10,37.95,41.57,
3/04/2024 7:00,37.98,41.62,
3/04/2024 6:50,38.01,41.68,
3/04/2024 6:40,38.04,41.73,
3/04/2024 6:30,38.07,41.79,
3/04/2024 6:20,38.1,41.84,
3/04/2024 6:10,38.13,41.89,
3/04/2024 6:00,38.09,41.34,
3/04/2024 5:50,38.06,41.46,
3/04/2024 5:40,38.03,41.57,
3/04/2024 5:30,38.01,41.68,
3/04/2024 5:20,37.98,41.79,
3/04/2024 5:10,37.95,41.9,
3/04/2024 5:00,37.93,42.01,
3/04/2024 4:50,37.9,42.12,
3/04/2024 4:40,37.87,42.23,
3/04/2024 4:30,37.85,42.34,
3/04/2024 4:20,37.82,42.27,
3/04/2024 4:10,37.86,42.4,
3/04/2024 4:00,37.89,42.52,
3/04/2024 3:50,37.92,42.65,
3/04/2024 3:40,37.95,42.77,
3/04/2024 3:30,37.98,42.9,
3/04/2024 3:20,38.01,43.02,
3/04/2024 3:10,38.04,43.15,
3/04/2024 3:00,38.07,43.27,
3/04/2024 2:50,38.1,43.39,
3/04/2024 2:40,37.84,43.25,
3/04/2024 2:30,37.87,43.17,
3/04/2024 2:20,37.89,43.1,
3/04/2024 2:10,37.91,43.03,
3/04/2024 2:00,37.93,42.96,
3/04/2024 1:50,37.96,42.88,
3/04/2024 1:40,37.98,42.81,
3/04/2024 1:30,38,42.74,
3/04/2024 1:20,38.02,42.67,
3/04/2024 1:10,38.04,42.6,
3/04/2024 1:00,37.85,42.52,
3/04/2024 0:50,37.88,42.59,
3/04/2024 0:40,37.91,42.65,
3/04/2024 0:30,37.94,42.71,
3/04/2024 0:20,37.97,42.77,
3/04/2024 0:10,37.99,42.84,
3/04/2024 0:00,38.02,42.9,
2/04/2024 23:50,38.05,42.96,
2/04/2024 23:40,38.08,43.02,
2/04/2024 23:30,38.1,43.08,
2/04/2024 23:20,38.04,42.31,
2/04/2024 23:10,38.01,42.36,
2/04/2024 23:00,37.99,42.4,
2/04/2024 22:50,37.96,42.44,
2/04/2024 22:40,37.94,42.49,
2/04/2024 22:30,37.91,42.53,
2/04/2024 22:20,37.89,42.57,
2/04/2024 22:10,37.86,42.62,
2/04/2024 22:00,37.84,42.66,
2/04/2024 21:50,37.82,42.7,
2/04/2024 21:40,37.66,42.7,
2/04/2024 21:30,37.7,42.63,
2/04/2024 21:20,37.74,42.57,
2/04/2024 21:10,37.77,42.51,
2/04/2024 21:00,37.81,42.44,
2/04/2024 20:50,37.84,42.38,
2/04/2024 20:40,37.88,42.32,
2/04/2024 20:30,37.91,42.25,
2/04/2024 20:20,37.95,42.19,
2/04/2024 20:10,37.98,42.13,
2/04/2024 20:00,37.72,42.21,
2/04/2024 19:50,37.75,42.11,
2/04/2024 19:40,37.78,42.02,
2/04/2024 19:30,37.8,41.93,
2/04/2024 19:20,37.83,41.84,
2/04/2024 19:10,37.85,41.75,
2/04/2024 19:00,37.88,41.66,
2/04/2024 18:50,37.9,41.57,
2/04/2024 18:40,37.93,41.48,
2/04/2024 18:30,37.95,41.39,
2/04/2024 18:20,37.91,41.37,
2/04/2024 18:10,37.88,41.48,
2/04/2024 18:00,37.86,41.58,
2/04/2024 17:50,37.84,41.69,
2/04/2024 17:40,37.82,41.79,
2/04/2024 17:30,37.8,41.9,
2/04/2024 17:20,37.78,42,
2/04/2024 17:10,37.76,42.11,
2/04/2024 17:00,37.74,42.21,
2/04/2024 16:50,37.72,42.31,
2/04/2024 16:40,37.66,41.65,
2/04/2024 16:30,37.7,41.78,
2/04/2024 16:20,37.74,41.9,
2/04/2024 16:10,37.77,42.03,
2/04/2024 16:00,37.81,42.15,
2/04/2024 15:50,37.84,42.28,
2/04/2024 15:40,37.88,42.4,
2/04/2024 15:30,37.91,42.53,
2/04/2024 15:20,37.95,42.65,
2/04/2024 15:10,37.98,42.77,
2/04/2024 15:00,37.72,43.25,
2/04/2024 14:50,37.76,43.17,
2/04/2024 14:40,37.8,43.09,
2/04/2024 14:30,37.83,43.01,
2/04/2024 14:20,37.87,42.93,
2/04/2024 14:10,37.9,42.85,
2/04/2024 14:00,37.94,42.77,
2/04/2024 13:50,37.97,42.69,
2/04/2024 13:40,38.01,42.61,
2/04/2024 13:30,38.04,42.53,
2/04/2024 13:20,38.07,43.05,
2/04/2024 13:10,38.04,43.12,
2/04/2024 13:00,38.02,43.19,
2/04/2024 12:50,38,43.25,
2/04/2024 12:40,37.97,43.32,
2/04/2024 12:30,37.95,43.39,
2/04/2024 12:20,37.93,43.45,
2/04/2024 12:10,37.9,43.52,
2/04/2024 12:00,37.88,43.59,
2/04/2024 11:50,37.86,43.65,
2/04/2024 11:40,38.11,43.54,
2/04/2024 11:30,38.09,43.41,
2/04/2024 11:20,38.07,43.28,
2/04/2024 11:10,38.06,43.16,
2/04/2024 11:00,38.04,43.03,
2/04/2024 10:50,38.03,42.9,
2/04/2024 10:40,38.01,42.78,
2/04/2024 10:30,38,42.65,
2/04/2024 10:20,37.98,42.52,
2/04/2024 10:10,37.97,42.4,
2/04/2024 10:00,38.16,42.22,
2/04/2024 9:50,38.13,42.13,
2/04/2024 9:40,38.1,42.05,
2/04/2024 9:30,38.07,41.96,
2/04/2024 9:20,38.04,41.88,
2/04/2024 9:10,38.02,41.79,
2/04/2024 9:00,37.99,41.71,
2/04/2024 8:50,37.96,41.62,
2/04/2024 8:40,37.93,41.54,
2/04/2024 8:30,37.91,41.46,
2/04/2024 8:20,37.95,41.49,
2/04/2024 8:10,37.97,41.42,
2/04/2024 8:00,37.99,41.35,
2/04/2024 7:50,38,41.28,
2/04/2024 7:40,38.02,41.21,
2/04/2024 7:30,38.04,41.14,
2/04/2024 7:20,38.05,41.07,
2/04/2024 7:10,38.07,41,
2/04/2024 7:00,38.09,40.93,
2/04/2024 6:50,38.1,40.86,
2/04/2024 6:40,38.1,40.89,
2/04/2024 6:30,38.07,40.83,
2/04/2024 6:20,38.04,40.78,
2/04/2024 6:10,38.01,40.73,
2/04/2024 6:00,37.98,40.68,
2/04/2024 5:50,37.96,40.62,
2/04/2024 5:40,37.93,40.57,
2/04/2024 5:30,37.9,40.52,
2/04/2024 5:20,37.87,40.47,
2/04/2024 5:10,37.85,40.42,
2/04/2024 5:00,37.82,40.69,
2/04/2024 4:50,37.85,40.64,
2/04/2024 4:40,37.88,40.59,
2/04/2024 4:30,37.91,40.55,
2/04/2024 4:20,37.94,40.5,
2/04/2024 4:10,37.97,40.46,
2/04/2024 4:00,38,40.41,
2/04/2024 3:50,38.03,40.37,
2/04/2024 3:40,38.06,40.32,
2/04/2024 3:30,38.09,40.28,
2/04/2024 3:20,38.04,40.05,
