Time,Temperature,Humidity,MAC address(49:42:08:00:51:39)
2024-04-14 5:40:00 PM,26.68,33.65,
2024-04-14 5:30:00 PM,31.18,60.61,
2024-04-14 5:20:00 PM,31.05,42.65,
2024-04-14 5:10:00 PM,31.15,46.41,
2024-04-14 5:00:00 PM,31.24,50.17,
2024-04-14 4:50:00 PM,31.33,53.93,
2024-04-14 4:40:00 PM,31.42,57.69,
2024-04-14 4:30:00 PM,31.51,61.45,
2024-04-14 4:20:00 PM,31.6,65.21,
2024-04-14 4:10:00 PM,31.69,68.97,
2024-04-14 4:00:00 PM,31.78,72.73,
2024-04-14 3:50:00 PM,31.87,76.48,
2024-04-14 3:40:00 PM,31.58,76.52,
2024-04-14 3:30:00 PM,31.63,76.43,
2024-04-14 3:20:00 PM,31.68,76.35,
2024-04-14 3:10:00 PM,31.72,76.26,
2024-04-14 3:00:00 PM,31.77,76.18,
2024-04-14 2:50:00 PM,31.82,76.09,
2024-04-14 2:40:00 PM,31.86,76.01,
2024-04-14 2:30:00 PM,31.91,75.92,
2024-04-14 2:20:00 PM,31.96,75.84,
2024-04-14 2:10:00 PM,32,75.76,
2024-04-14 2:00:00 PM,31.58,76.31,
2024-04-14 1:50:00 PM,31.61,76.22,
2024-04-14 1:40:00 PM,31.64,76.14,
2024-04-14 1:30:00 PM,31.67,76.06,
2024-04-14 1:20:00 PM,31.7,75.97,
2024-04-14 1:10:00 PM,31.73,75.89,
2024-04-14 1:00:00 PM,31.76,75.81,
2024-04-14 12:50:00 PM,31.79,75.72,
2024-04-14 12:40:00 PM,31.82,75.64,
2024-04-14 12:30:00 PM,31.84,75.56,
2024-04-14 12:20:00 PM,31.93,75.3,
2024-04-14 12:10:00 PM,31.88,75.4,
2024-04-14 12:00:00 PM,31.84,75.5,
2024-04-14 11:50:00 AM,31.8,75.6,
2024-04-14 11:40:00 AM,31.76,75.7,
2024-04-14 11:30:00 AM,31.72,75.8,
2024-04-14 11:20:00 AM,31.68,75.9,
2024-04-14 11:10:00 AM,31.64,76,
2024-04-14 11:00:00 AM,31.6,76.1,
2024-04-14 10:50:00 AM,31.56,76.19,
2024-04-14 10:40:00 AM,32.16,75.9,
2024-04-14 10:30:00 AM,32.1,75.77,
2024-04-14 10:20:00 AM,32.04,75.64,
2024-04-14 10:10:00 AM,31.98,75.52,
2024-04-14 10:00:00 AM,31.92,75.39,
2024-04-14 9:50:00 AM,31.86,75.27,
2024-04-14 9:40:00 AM,31.8,75.14,
2024-04-14 9:30:00 AM,31.74,75.02,
2024-04-14 9:20:00 AM,31.68,74.89,
2024-04-14 9:10:00 AM,31.62,74.77,
2024-04-14 9:00:00 AM,31.93,75.77,
2024-04-14 8:50:00 AM,31.89,75.65,
2024-04-14 8:40:00 AM,31.85,75.53,
2024-04-14 8:30:00 AM,31.81,75.42,
2024-04-14 8:20:00 AM,31.77,75.3,
2024-04-14 8:10:00 AM,31.74,75.19,
2024-04-14 8:00:00 AM,31.7,75.07,
2024-04-14 7:50:00 AM,31.66,74.96,
2024-04-14 7:40:00 AM,31.62,74.84,
2024-04-14 7:30:00 AM,31.59,74.73,
2024-04-14 7:20:00 AM,31.93,75.39,
2024-04-14 7:10:00 AM,31.84,75.19,
2024-04-14 7:00:00 AM,31.76,75,
2024-04-14 6:50:00 AM,31.68,74.8,
2024-04-14 6:40:00 AM,31.59,74.61,
2024-04-14 6:30:00 AM,31.51,74.41,
2024-04-14 6:20:00 AM,31.43,74.22,
2024-04-14 6:10:00 AM,31.34,74.02,
2024-04-14 6:00:00 AM,31.26,73.83,
2024-04-14 5:50:00 AM,31.18,73.64,
2024-04-14 5:40:00 AM,30.78,74.97,
2024-04-14 5:30:00 AM,30.86,74.85,
2024-04-14 5:20:00 AM,30.93,74.74,
2024-04-14 5:10:00 AM,31,74.62,
2024-04-14 5:00:00 AM,31.08,74.51,
2024-04-14 4:50:00 AM,31.15,74.39,
2024-04-14 4:40:00 AM,31.22,74.28,
2024-04-14 4:30:00 AM,31.3,74.16,
2024-04-14 4:20:00 AM,31.37,74.05,
2024-04-14 4:10:00 AM,31.44,73.94,
2024-04-14 4:00:00 AM,31.58,73.08,
2024-04-14 3:50:00 AM,31.48,73.34,
2024-04-14 3:40:00 AM,31.38,73.6,
2024-04-14 3:30:00 AM,31.28,73.86,
2024-04-14 3:20:00 AM,31.18,74.12,
2024-04-14 3:10:00 AM,31.08,74.38,
2024-04-14 3:00:00 AM,30.98,74.64,
2024-04-14 2:50:00 AM,30.88,74.9,
2024-04-14 2:40:00 AM,30.78,75.16,
2024-04-14 2:30:00 AM,30.68,75.42,
2024-04-14 2:20:00 AM,30.71,75.96,
2024-04-14 2:10:00 AM,30.81,75.71,
2024-04-14 2:00:00 AM,30.9,75.47,
2024-04-14 1:50:00 AM,31,75.23,
2024-04-14 1:40:00 AM,31.09,74.99,
2024-04-14 1:30:00 AM,31.19,74.74,
2024-04-14 1:20:00 AM,31.28,74.5,
2024-04-14 1:10:00 AM,31.38,74.26,
2024-04-14 1:00:00 AM,31.47,74.02,
2024-04-14 12:50:00 AM,31.56,73.78,
2024-04-14 12:40:00 AM,30.77,76.24,
2024-04-14 12:30:00 AM,30.86,76.02,
2024-04-14 12:20:00 AM,30.95,75.81,
2024-04-14 12:10:00 AM,31.04,75.6,
2024-04-14 12:00:00 AM,31.13,75.39,
2024-04-13 11:50:00 PM,31.21,75.18,
2024-04-13 11:40:00 PM,31.3,74.97,
2024-04-13 11:30:00 PM,31.39,74.76,
2024-04-13 11:20:00 PM,31.48,74.55,
2024-04-13 11:10:00 PM,31.56,74.34,
2024-04-13 11:00:00 PM,30.79,76.99,
2024-04-13 10:50:00 PM,30.87,76.76,
2024-04-13 10:40:00 PM,30.94,76.53,
2024-04-13 10:30:00 PM,31.01,76.31,
2024-04-13 10:20:00 PM,31.08,76.08,
2024-04-13 10:10:00 PM,31.16,75.86,
2024-04-13 10:00:00 PM,31.23,75.63,
2024-04-13 9:50:00 PM,31.3,75.41,
2024-04-13 9:40:00 PM,31.37,75.18,
2024-04-13 9:30:00 PM,31.44,74.96,
2024-04-13 9:20:00 PM,30.81,75.99,
2024-04-13 9:10:00 PM,30.94,76.16,
2024-04-13 9:00:00 PM,31.06,76.33,
2024-04-13 8:50:00 PM,31.19,76.5,
2024-04-13 8:40:00 PM,31.31,76.67,
2024-04-13 8:30:00 PM,31.44,76.84,
2024-04-13 8:20:00 PM,31.56,77.01,
2024-04-13 8:10:00 PM,31.69,77.18,
2024-04-13 8:00:00 PM,31.81,77.35,
2024-04-13 7:50:00 PM,31.93,77.52,
2024-04-13 7:40:00 PM,32.06,76.55,
2024-04-13 7:30:00 PM,32,76.69,
2024-04-13 7:20:00 PM,31.95,76.82,
2024-04-13 7:10:00 PM,31.89,76.96,
2024-04-13 7:00:00 PM,31.84,77.09,
2024-04-13 6:50:00 PM,31.78,77.23,
2024-04-13 6:40:00 PM,31.73,77.36,
2024-04-13 6:30:00 PM,31.67,77.5,
2024-04-13 6:20:00 PM,31.62,77.63,
2024-04-13 6:10:00 PM,31.57,77.76,
2024-04-13 6:00:00 PM,31.93,76.73,
2024-04-13 5:50:00 PM,31.88,76.88,
2024-04-13 5:40:00 PM,31.83,77.02,
2024-04-13 5:30:00 PM,31.78,77.16,
2024-04-13 5:20:00 PM,31.73,77.3,
2024-04-13 5:10:00 PM,31.69,77.45,
2024-04-13 5:00:00 PM,31.64,77.59,
2024-04-13 4:50:00 PM,31.59,77.73,
2024-04-13 4:40:00 PM,31.54,77.87,
2024-04-13 4:30:00 PM,31.5,78.01,
2024-04-13 4:20:00 PM,31.81,77.27,
2024-04-13 4:10:00 PM,31.76,77.39,
2024-04-13 4:00:00 PM,31.72,77.51,
2024-04-13 3:50:00 PM,31.68,77.63,
2024-04-13 3:40:00 PM,31.64,77.75,
2024-04-13 3:30:00 PM,31.6,77.87,
2024-04-13 3:20:00 PM,31.56,77.99,
2024-04-13 3:10:00 PM,31.52,78.11,
2024-04-13 3:00:00 PM,31.48,78.23,
2024-04-13 2:50:00 PM,31.44,78.34,
2024-04-13 2:40:00 PM,31.56,77.44,
2024-04-13 2:30:00 PM,31.61,77.56,
2024-04-13 2:20:00 PM,31.66,77.68,
2024-04-13 2:10:00 PM,31.71,77.79,
2024-04-13 2:00:00 PM,31.76,77.91,
2024-04-13 1:50:00 PM,31.81,78.03,
2024-04-13 1:40:00 PM,31.86,78.14,
2024-04-13 1:30:00 PM,31.91,78.26,
2024-04-13 1:20:00 PM,31.96,78.38,
2024-04-13 1:10:00 PM,32,78.49,
2024-04-13 1:00:00 PM,31.5,78.25,
2024-04-13 12:50:00 PM,31.54,78.12,
2024-04-13 12:40:00 PM,31.57,77.99,
2024-04-13 12:30:00 PM,31.6,77.86,
2024-04-13 12:20:00 PM,31.64,77.73,
2024-04-13 12:10:00 PM,31.67,77.61,
2024-04-13 12:00:00 PM,31.7,77.48,
2024-04-13 11:50:00 AM,31.74,77.35,
2024-04-13 11:40:00 AM,31.77,77.22,
2024-04-13 11:30:00 AM,31.8,77.1,
2024-04-13 11:20:00 AM,31.83,78.28,
2024-04-13 11:10:00 AM,31.8,78.16,
2024-04-13 11:00:00 AM,31.77,78.04,
2024-04-13 10:50:00 AM,31.74,77.93,
2024-04-13 10:40:00 AM,31.71,77.81,
2024-04-13 10:30:00 AM,31.68,77.69,
2024-04-13 10:20:00 AM,31.65,77.58,
2024-04-13 10:10:00 AM,31.62,77.46,
2024-04-13 10:00:00 AM,31.59,77.34,
2024-04-13 9:50:00 AM,31.56,77.23,
2024-04-13 9:40:00 AM,31.37,78.08,
2024-04-13 9:30:00 AM,31.42,77.92,
2024-04-13 9:20:00 AM,31.47,77.76,
2024-04-13 9:10:00 AM,31.52,77.61,
2024-04-13 9:00:00 AM,31.57,77.45,
2024-04-13 8:50:00 AM,31.62,77.3,
2024-04-13 8:40:00 AM,31.67,77.14,
2024-04-13 8:30:00 AM,31.72,76.99,
2024-04-13 8:20:00 AM,31.77,76.83,
2024-04-13 8:10:00 AM,31.81,76.68,
2024-04-13 8:00:00 AM,31.83,77.89,
2024-04-13 7:50:00 AM,31.74,77.71,
2024-04-13 7:40:00 AM,31.65,77.54,
2024-04-13 7:30:00 AM,31.57,77.37,
2024-04-13 7:20:00 AM,31.48,77.19,
2024-04-13 7:10:00 AM,31.39,77.02,
2024-04-13 7:00:00 AM,31.31,76.85,
2024-04-13 6:50:00 AM,31.22,76.67,
2024-04-13 6:40:00 AM,31.13,76.5,
2024-04-13 6:30:00 AM,31.05,76.33,
2024-04-13 6:20:00 AM,31.31,77.74,
2024-04-13 6:10:00 AM,31.22,77.46,
2024-04-13 6:00:00 AM,31.14,77.19,
2024-04-13 5:50:00 AM,31.05,76.91,
2024-04-13 5:40:00 AM,30.97,76.64,
2024-04-13 5:30:00 AM,30.88,76.36,
2024-04-13 5:20:00 AM,30.8,76.09,
2024-04-13 5:10:00 AM,30.71,75.81,
2024-04-13 5:00:00 AM,30.63,75.54,
2024-04-13 4:50:00 AM,30.55,75.27,
2024-04-13 4:40:00 AM,30.34,77.97,
2024-04-13 4:30:00 AM,30.45,77.77,
2024-04-13 4:20:00 AM,30.55,77.58,
2024-04-13 4:10:00 AM,30.65,77.39,
2024-04-13 4:00:00 AM,30.75,77.2,
2024-04-13 3:50:00 AM,30.85,77.01,
2024-04-13 3:40:00 AM,30.95,76.82,
2024-04-13 3:30:00 AM,31.05,76.63,
2024-04-13 3:20:00 AM,31.15,76.44,
2024-04-13 3:10:00 AM,31.25,76.25,
2024-04-13 3:00:00 AM,31.31,75.56,
2024-04-13 2:50:00 AM,31.22,75.86,
2024-04-13 2:40:00 AM,31.13,76.16,
2024-04-13 2:30:00 AM,31.05,76.46,
2024-04-13 2:20:00 AM,30.96,76.76,
2024-04-13 2:10:00 AM,30.87,77.05,
2024-04-13 2:00:00 AM,30.79,77.35,
2024-04-13 1:50:00 AM,30.7,77.65,
2024-04-13 1:40:00 AM,30.61,77.95,
2024-04-13 1:30:00 AM,30.53,78.24,
2024-04-13 1:20:00 AM,30.32,78.51,
2024-04-13 1:10:00 AM,30.43,78.23,
2024-04-13 1:00:00 AM,30.54,77.95,
2024-04-13 12:50:00 AM,30.65,77.68,
2024-04-13 12:40:00 AM,30.76,77.4,
2024-04-13 12:30:00 AM,30.87,77.12,
2024-04-13 12:20:00 AM,30.98,76.85,
2024-04-13 12:10:00 AM,31.09,76.57,
2024-04-13 12:00:00 AM,31.2,76.29,
2024-04-12 11:50:00 PM,31.31,76.02,
2024-04-12 11:40:00 PM,30.31,77.29,
2024-04-12 11:30:00 PM,30.4,77.52,
2024-04-12 11:20:00 PM,30.49,77.75,
2024-04-12 11:10:00 PM,30.58,77.98,
2024-04-12 11:00:00 PM,30.67,78.21,
2024-04-12 10:50:00 PM,30.76,78.44,
2024-04-12 10:40:00 PM,30.85,78.67,
2024-04-12 10:30:00 PM,30.94,78.9,
2024-04-12 10:20:00 PM,31.03,79.13,
2024-04-12 10:10:00 PM,31.12,79.35,
2024-04-12 10:00:00 PM,30.44,77.78,
2024-04-12 9:50:00 PM,30.54,78.02,
2024-04-12 9:40:00 PM,30.64,78.25,
2024-04-12 9:30:00 PM,30.74,78.48,
2024-04-12 9:20:00 PM,30.84,78.71,
2024-04-12 9:10:00 PM,30.94,78.94,
2024-04-12 9:00:00 PM,31.04,79.17,
2024-04-12 8:50:00 PM,31.14,79.4,
2024-04-12 8:40:00 PM,31.24,79.63,
2024-04-12 8:30:00 PM,31.33,79.86,
2024-04-12 8:20:00 PM,31.08,79,
2024-04-12 8:10:00 PM,31.18,79.13,
2024-04-12 8:00:00 PM,31.27,79.25,
2024-04-12 7:50:00 PM,31.37,79.37,
2024-04-12 7:40:00 PM,31.46,79.5,
2024-04-12 7:30:00 PM,31.56,79.62,
2024-04-12 7:20:00 PM,31.65,79.74,
2024-04-12 7:10:00 PM,31.75,79.87,
2024-04-12 7:00:00 PM,31.84,79.99,
2024-04-12 6:50:00 PM,31.93,80.11,
2024-04-12 6:40:00 PM,31.83,79.78,
2024-04-12 6:30:00 PM,31.78,79.71,
2024-04-12 6:20:00 PM,31.74,79.64,
2024-04-12 6:10:00 PM,31.7,79.57,
2024-04-12 6:00:00 PM,31.66,79.5,
2024-04-12 5:50:00 PM,31.62,79.44,
2024-04-12 5:40:00 PM,31.58,79.37,
2024-04-12 5:30:00 PM,31.54,79.3,
2024-04-12 5:20:00 PM,31.5,79.23,
2024-04-12 5:10:00 PM,31.46,79.17,
2024-04-12 5:00:00 PM,31.37,79.62,
2024-04-12 4:50:00 PM,31.42,79.44,
2024-04-12 4:40:00 PM,31.47,79.27,
2024-04-12 4:30:00 PM,31.52,79.1,
2024-04-12 4:20:00 PM,31.57,78.93,
2024-04-12 4:10:00 PM,31.62,78.75,
2024-04-12 4:00:00 PM,31.67,78.58,
2024-04-12 3:50:00 PM,31.72,78.41,
2024-04-12 3:40:00 PM,31.77,78.24,
2024-04-12 3:30:00 PM,31.81,78.07,
2024-04-12 3:20:00 PM,31.33,78.46,
2024-04-12 3:10:00 PM,31.36,77.57,
2024-04-12 3:00:00 PM,31.39,76.68,
2024-04-12 2:50:00 PM,31.42,75.79,
2024-04-12 2:40:00 PM,31.45,74.9,
2024-04-12 2:30:00 PM,31.47,74.01,
2024-04-12 2:20:00 PM,31.5,73.12,
2024-04-12 2:10:00 PM,31.53,72.23,
2024-04-12 2:00:00 PM,31.56,71.34,
2024-04-12 1:50:00 PM,31.58,70.46,
2024-04-12 1:40:00 PM,31.06,79.09,
2024-04-12 1:30:00 PM,31.17,75.8,
2024-04-12 1:20:00 PM,31.27,72.52,
2024-04-12 1:10:00 PM,31.38,69.23,
2024-04-12 1:00:00 PM,31.48,65.95,
2024-04-12 12:50:00 PM,31.59,62.66,
2024-04-12 12:40:00 PM,31.69,59.38,
2024-04-12 12:30:00 PM,31.8,56.09,
2024-04-12 12:20:00 PM,31.9,52.81,
2024-04-12 12:10:00 PM,32,49.53,
2024-04-12 12:00:00 PM,31.93,77.71,
2024-04-12 11:50:00 AM,31.87,77.87,
2024-04-12 11:40:00 AM,31.82,78.03,
2024-04-12 11:30:00 AM,31.76,78.18,
2024-04-12 11:20:00 AM,31.71,78.34,
2024-04-12 11:10:00 AM,31.65,78.49,
2024-04-12 11:00:00 AM,31.6,78.65,
2024-04-12 10:50:00 AM,31.54,78.8,
2024-04-12 10:40:00 AM,31.49,78.96,
2024-04-12 10:30:00 AM,31.44,79.11,
2024-04-12 10:20:00 AM,31.87,78.67,
2024-04-12 10:10:00 AM,31.83,78.47,
2024-04-12 10:00:00 AM,31.79,78.27,
2024-04-12 9:50:00 AM,31.75,78.08,
2024-04-12 9:40:00 AM,31.71,77.88,
2024-04-12 9:30:00 AM,31.68,77.69,
2024-04-12 9:20:00 AM,31.64,77.49,
2024-04-12 9:10:00 AM,31.6,77.3,
2024-04-12 9:00:00 AM,31.56,77.1,
2024-04-12 8:50:00 AM,31.53,76.91,
2024-04-12 8:40:00 AM,31.75,78.3,
2024-04-12 8:30:00 AM,31.68,78.05,
2024-04-12 8:20:00 AM,31.61,77.81,
2024-04-12 8:10:00 AM,31.54,77.57,
2024-04-12 8:00:00 AM,31.47,77.33,
2024-04-12 7:50:00 AM,31.4,77.08,
2024-04-12 7:40:00 AM,31.33,76.84,
2024-04-12 7:30:00 AM,31.26,76.6,
2024-04-12 7:20:00 AM,31.19,76.36,
2024-04-12 7:10:00 AM,31.12,76.12,
2024-04-12 7:00:00 AM,31.37,76.29,
2024-04-12 6:50:00 AM,31.25,76.5,
2024-04-12 6:40:00 AM,31.14,76.7,
2024-04-12 6:30:00 AM,31.03,76.9,
2024-04-12 6:20:00 AM,30.92,77.1,
2024-04-12 6:10:00 AM,30.8,77.3,
2024-04-12 6:00:00 AM,30.69,77.5,
2024-04-12 5:50:00 AM,30.58,77.7,
2024-04-12 5:40:00 AM,30.47,77.9,
2024-04-12 5:30:00 AM,30.36,78.1,
2024-04-12 5:20:00 AM,30.31,78,
2024-04-12 5:10:00 AM,30.4,77.56,
2024-04-12 5:00:00 AM,30.48,77.13,
2024-04-12 4:50:00 AM,30.56,76.7,
2024-04-12 4:40:00 AM,30.65,76.26,
2024-04-12 4:30:00 AM,30.73,75.83,
2024-04-12 4:20:00 AM,30.81,75.4,
2024-04-12 4:10:00 AM,30.9,74.96,
2024-04-12 4:00:00 AM,30.98,74.53,
2024-04-12 3:50:00 AM,31.06,74.1,
2024-04-12 3:40:00 AM,30.82,75.65,
2024-04-12 3:30:00 AM,30.73,75.89,
2024-04-12 3:20:00 AM,30.65,76.12,
2024-04-12 3:10:00 AM,30.56,76.35,
2024-04-12 3:00:00 AM,30.48,76.58,
2024-04-12 2:50:00 AM,30.39,76.82,
2024-04-12 2:40:00 AM,30.31,77.05,
2024-04-12 2:30:00 AM,30.22,77.28,
2024-04-12 2:20:00 AM,30.14,77.51,
2024-04-12 2:10:00 AM,30.06,77.74,
2024-04-12 2:00:00 AM,30.06,78.59,
2024-04-12 1:50:00 AM,30.15,78.2,
2024-04-12 1:40:00 AM,30.24,77.81,
2024-04-12 1:30:00 AM,30.33,77.42,
2024-04-12 1:20:00 AM,30.42,77.03,
2024-04-12 1:10:00 AM,30.51,76.64,
2024-04-12 1:00:00 AM,30.6,76.25,
2024-04-12 12:50:00 AM,30.69,75.86,
2024-04-12 12:40:00 AM,30.78,75.47,
2024-04-12 12:30:00 AM,30.87,75.09,
2024-04-12 12:20:00 AM,30.08,78.79,
2024-04-12 12:10:00 AM,30.19,78.34,
2024-04-12 12:00:00 AM,30.3,77.89,
2024-04-11 11:50:00 PM,30.4,77.45,
2024-04-11 11:40:00 PM,30.51,77,
2024-04-11 11:30:00 PM,30.61,76.56,
2024-04-11 11:20:00 PM,30.72,76.11,
2024-04-11 11:10:00 PM,30.82,75.67,
2024-04-11 11:00:00 PM,30.93,75.22,
2024-04-11 10:50:00 PM,31.03,74.78,
2024-04-11 10:40:00 PM,30.94,75.81,
2024-04-11 10:30:00 PM,30.85,76.19,
2024-04-11 10:20:00 PM,30.77,76.56,
2024-04-11 10:10:00 PM,30.68,76.93,
2024-04-11 10:00:00 PM,30.6,77.31,
2024-04-11 9:50:00 PM,30.51,77.68,
2024-04-11 9:40:00 PM,30.43,78.05,
2024-04-11 9:30:00 PM,30.34,78.43,
2024-04-11 9:20:00 PM,30.26,78.8,
2024-04-11 9:10:00 PM,30.18,79.17,
2024-04-11 9:00:00 PM,31.05,75.61,
2024-04-11 8:50:00 PM,31.13,75.95,
2024-04-11 8:40:00 PM,31.21,76.28,
2024-04-11 8:30:00 PM,31.29,76.61,
2024-04-11 8:20:00 PM,31.37,76.94,
2024-04-11 8:10:00 PM,31.44,77.27,
2024-04-11 8:00:00 PM,31.52,77.6,
2024-04-11 7:50:00 PM,31.6,77.93,
2024-04-11 7:40:00 PM,31.68,78.26,
2024-04-11 7:30:00 PM,31.75,78.59,
2024-04-11 7:20:00 PM,31.83,77.16,
2024-04-11 7:10:00 PM,31.79,77.3,
2024-04-11 7:00:00 PM,31.75,77.44,
2024-04-11 6:50:00 PM,31.72,77.58,
2024-04-11 6:40:00 PM,31.68,77.72,
2024-04-11 6:30:00 PM,31.64,77.86,
2024-04-11 6:20:00 PM,31.61,78,
2024-04-11 6:10:00 PM,31.57,78.14,
2024-04-11 6:00:00 PM,31.53,78.28,
2024-04-11 5:50:00 PM,31.5,78.41,
2024-04-11 5:40:00 PM,31.8,78.74,
2024-04-11 5:30:00 PM,31.74,78.56,
2024-04-11 5:20:00 PM,31.69,78.38,
2024-04-11 5:10:00 PM,31.63,78.21,
2024-04-11 5:00:00 PM,31.58,78.03,
2024-04-11 4:50:00 PM,31.52,77.86,
2024-04-11 4:40:00 PM,31.47,77.68,
2024-04-11 4:30:00 PM,31.41,77.51,
2024-04-11 4:20:00 PM,31.36,77.33,
2024-04-11 4:10:00 PM,31.31,77.16,
2024-04-11 4:00:00 PM,31.32,78.65,
2024-04-11 3:50:00 PM,31.29,78.71,
2024-04-11 3:40:00 PM,31.27,78.76,
2024-04-11 3:30:00 PM,31.25,78.81,
2024-04-11 3:20:00 PM,31.23,78.86,
2024-04-11 3:10:00 PM,31.2,78.91,
2024-04-11 3:00:00 PM,31.18,78.96,
2024-04-11 2:50:00 PM,31.16,79.01,
2024-04-11 2:40:00 PM,31.14,79.06,
2024-04-11 2:30:00 PM,31.12,79.11,
2024-04-11 2:20:00 PM,31.31,78.93,
2024-04-11 2:10:00 PM,31.28,78.89,
2024-04-11 2:00:00 PM,31.25,78.85,
2024-04-11 1:50:00 PM,31.22,78.82,
2024-04-11 1:40:00 PM,31.19,78.78,
2024-04-11 1:30:00 PM,31.17,78.75,
2024-04-11 1:20:00 PM,31.14,78.71,
2024-04-11 1:10:00 PM,31.11,78.68,
2024-04-11 1:00:00 PM,31.08,78.64,
2024-04-11 12:50:00 PM,31.06,78.61,
2024-04-11 12:40:00 PM,31.05,78.43,
2024-04-11 12:30:00 PM,31.03,78.47,
2024-04-11 12:20:00 PM,31.02,78.51,
2024-04-11 12:10:00 PM,31.01,78.54,
2024-04-11 12:00:00 PM,31,78.58,
2024-04-11 11:50:00 AM,30.98,78.61,
2024-04-11 11:40:00 AM,30.97,78.65,
2024-04-11 11:30:00 AM,30.96,78.68,
2024-04-11 11:20:00 AM,30.95,78.72,
2024-04-11 11:10:00 AM,30.94,78.75,
2024-04-11 11:00:00 AM,30.91,78.29,
2024-04-11 10:50:00 AM,30.89,78.21,
2024-04-11 10:40:00 AM,30.87,78.14,
2024-04-11 10:30:00 AM,30.85,78.06,
2024-04-11 10:20:00 AM,30.83,77.99,
2024-04-11 10:10:00 AM,30.82,77.91,
2024-04-11 10:00:00 AM,30.8,77.84,
2024-04-11 9:50:00 AM,30.78,77.76,
2024-04-11 9:40:00 AM,30.76,77.69,
2024-04-11 9:30:00 AM,30.75,77.62,
2024-04-11 9:20:00 AM,30.79,77.49,
2024-04-11 9:10:00 AM,30.81,77.27,
2024-04-11 9:00:00 AM,30.83,77.05,
2024-04-11 8:50:00 AM,30.84,76.83,
2024-04-11 8:40:00 AM,30.86,76.61,
2024-04-11 8:30:00 AM,30.88,76.39,
2024-04-11 8:20:00 AM,30.89,76.17,
2024-04-11 8:10:00 AM,30.91,75.95,
2024-04-11 8:00:00 AM,30.93,75.73,
2024-04-11 7:50:00 AM,30.94,75.52,
2024-04-11 7:40:00 AM,30.77,74.7,
2024-04-11 7:30:00 AM,30.81,74.44,
2024-04-11 7:20:00 AM,30.84,74.19,
2024-04-11 7:10:00 AM,30.87,73.94,
2024-04-11 7:00:00 AM,30.9,73.68,
2024-04-11 6:50:00 AM,30.93,73.43,
2024-04-11 6:40:00 AM,30.96,73.18,
2024-04-11 6:30:00 AM,30.99,72.92,
2024-04-11 6:20:00 AM,31.02,72.67,
2024-04-11 6:10:00 AM,31.05,72.42,
2024-04-11 6:00:00 AM,28.8,70.65,
2024-04-11 5:50:00 AM,29.01,71.2,
2024-04-11 5:40:00 AM,29.22,71.75,
2024-04-11 5:30:00 AM,29.43,72.29,
2024-04-11 5:20:00 AM,29.64,72.84,
2024-04-11 5:10:00 AM,29.85,73.38,
2024-04-11 5:00:00 AM,30.06,73.93,
2024-04-11 4:50:00 AM,30.27,74.47,
2024-04-11 4:40:00 AM,30.48,75.02,
2024-04-11 4:30:00 AM,30.68,75.56,
2024-04-11 4:20:00 AM,30.49,70.97,
2024-04-11 4:10:00 AM,30.3,71.52,
2024-04-11 4:00:00 AM,30.11,72.06,
2024-04-11 3:50:00 AM,29.92,72.61,
2024-04-11 3:40:00 AM,29.73,73.15,
2024-04-11 3:30:00 AM,29.54,73.7,
2024-04-11 3:20:00 AM,29.35,74.24,
2024-04-11 3:10:00 AM,29.16,74.79,
2024-04-11 3:00:00 AM,28.97,75.33,
2024-04-11 2:50:00 AM,28.79,75.87,
2024-04-11 2:40:00 AM,29.44,75.11,
2024-04-11 2:30:00 AM,29.57,74.76,
2024-04-11 2:20:00 AM,29.69,74.41,
2024-04-11 2:10:00 AM,29.81,74.06,
2024-04-11 2:00:00 AM,29.93,73.71,
2024-04-11 1:50:00 AM,30.06,73.37,
2024-04-11 1:40:00 AM,30.18,73.02,
2024-04-11 1:30:00 AM,30.3,72.67,
2024-04-11 1:20:00 AM,30.42,72.32,
2024-04-11 1:10:00 AM,30.54,71.98,
2024-04-11 1:00:00 AM,30.54,69.99,
2024-04-11 12:50:00 AM,30.34,70.74,
2024-04-11 12:40:00 AM,30.14,71.49,
2024-04-11 12:30:00 AM,29.94,72.24,
2024-04-11 12:20:00 AM,29.74,72.99,
2024-04-11 12:10:00 AM,29.54,73.74,
2024-04-11 12:00:00 AM,29.34,74.49,
2024-04-10 11:50:00 PM,29.14,75.24,
2024-04-10 11:40:00 PM,28.94,75.99,
2024-04-10 11:30:00 PM,28.75,76.73,
2024-04-10 11:20:00 PM,29.31,76.68,
2024-04-10 11:10:00 PM,29.4,76.64,
2024-04-10 11:00:00 PM,29.48,76.6,
2024-04-10 10:50:00 PM,29.57,76.57,
2024-04-10 10:40:00 PM,29.65,76.53,
2024-04-10 10:30:00 PM,29.74,76.49,
2024-04-10 10:20:00 PM,29.82,76.46,
2024-04-10 10:10:00 PM,29.91,76.42,
2024-04-10 10:00:00 PM,29.99,76.38,
2024-04-10 9:50:00 PM,30.07,76.35,
2024-04-10 9:40:00 PM,30.09,76.28,
2024-04-10 9:30:00 PM,30.27,76.12,
2024-04-10 9:20:00 PM,30.45,75.96,
2024-04-10 9:10:00 PM,30.62,75.8,
2024-04-10 9:00:00 PM,30.8,75.64,
2024-04-10 8:50:00 PM,30.98,75.49,
2024-04-10 8:40:00 PM,31.15,75.33,
