Time,Temperature(℃),Humidity(%RH),MAC address(49:22:11:25:0F:F3)
17/05/2024 7:00,33.21,66.49,
17/05/2024 6:50,33.14,66.78,
17/05/2024 6:40,33.07,67.07,
17/05/2024 6:30,33,67.36,
17/05/2024 6:20,32.93,67.65,
17/05/2024 6:10,32.86,67.94,
17/05/2024 6:00,32.8,68.23,
17/05/2024 5:50,32.42,68.89,
17/05/2024 5:40,32.4,68.62,
17/05/2024 5:30,32.39,68.36,
17/05/2024 5:20,32.38,68.1,
17/05/2024 5:10,32.37,67.84,
17/05/2024 5:00,32.35,67.58,
17/05/2024 4:50,32.34,67.32,
17/05/2024 4:40,32.33,67.06,
17/05/2024 4:30,32.32,66.8,
17/05/2024 4:20,32.31,66.54,
17/05/2024 4:10,32.31,65.93,
17/05/2024 4:00,32.28,62.81,
17/05/2024 3:50,32.25,59.7,
17/05/2024 3:40,32.22,56.59,
17/05/2024 3:30,32.19,53.47,
17/05/2024 3:20,32.16,50.36,
17/05/2024 3:10,32.13,47.25,
17/05/2024 3:00,32.1,44.13,
17/05/2024 2:50,32.07,41.02,
17/05/2024 2:40,32.05,37.91,
17/05/2024 2:30,32.18,37.7,
17/05/2024 2:20,32.21,40.22,
17/05/2024 2:10,32.24,42.73,
17/05/2024 2:00,32.26,45.24,
17/05/2024 1:50,32.29,47.76,
17/05/2024 1:40,32.32,50.27,
17/05/2024 1:30,32.34,52.78,
17/05/2024 1:20,32.37,55.3,
17/05/2024 1:10,32.4,57.81,
17/05/2024 1:00,32.42,60.32,
17/05/2024 0:50,32.31,63.51,
17/05/2024 0:40,32.34,63.07,
17/05/2024 0:30,32.37,62.63,
17/05/2024 0:20,32.39,62.19,
17/05/2024 0:10,32.42,61.75,
17/05/2024 0:00,32.45,61.32,
16/05/2024 23:50,32.47,60.88,
16/05/2024 23:40,32.5,60.44,
16/05/2024 23:30,32.53,60,
16/05/2024 23:20,32.55,59.57,
16/05/2024 23:10,32.31,59.88,
16/05/2024 23:00,32.34,60.48,
16/05/2024 22:50,32.37,61.07,
16/05/2024 22:40,32.39,61.66,
16/05/2024 22:30,32.42,62.25,
16/05/2024 22:20,32.45,62.85,
16/05/2024 22:10,32.47,63.44,
16/05/2024 22:00,32.5,64.03,
16/05/2024 21:50,32.53,64.62,
16/05/2024 21:40,32.55,65.21,
16/05/2024 21:30,32.33,65.54,
16/05/2024 21:20,32.39,64.64,
16/05/2024 21:10,32.45,63.75,
16/05/2024 21:00,32.5,62.86,
16/05/2024 20:50,32.56,61.96,
16/05/2024 20:40,32.61,61.07,
16/05/2024 20:30,32.67,60.18,
16/05/2024 20:20,32.72,59.28,
16/05/2024 20:10,32.78,58.39,
16/05/2024 20:00,32.83,57.5,
16/05/2024 19:50,33.04,55.27,
16/05/2024 19:40,33.07,53.47,
16/05/2024 19:30,33.1,51.67,
16/05/2024 19:20,33.13,49.88,
16/05/2024 19:10,33.16,48.08,
16/05/2024 19:00,33.19,46.28,
16/05/2024 18:50,33.22,44.49,
16/05/2024 18:40,33.25,42.69,
16/05/2024 18:30,33.28,40.89,
16/05/2024 18:20,33.3,39.1,
16/05/2024 18:10,33.31,55.52,
16/05/2024 18:00,33.25,53.51,
16/05/2024 17:50,33.2,51.5,
16/05/2024 17:40,33.15,49.49,
16/05/2024 17:30,33.09,47.48,
16/05/2024 17:20,33.04,45.47,
16/05/2024 17:10,32.99,43.46,
16/05/2024 17:00,32.93,41.45,
16/05/2024 16:50,32.88,39.44,
16/05/2024 16:40,32.83,37.44,
16/05/2024 16:30,32.31,33.72,
16/05/2024 16:20,32.42,35.27,
16/05/2024 16:10,32.53,36.82,
16/05/2024 16:00,32.63,38.36,
16/05/2024 15:50,32.74,39.91,
16/05/2024 15:40,32.85,41.45,
16/05/2024 15:30,32.95,43,
16/05/2024 15:20,33.06,44.54,
16/05/2024 15:10,33.17,46.09,
16/05/2024 15:00,33.27,47.63,
16/05/2024 14:50,33.31,60.56,
16/05/2024 14:40,33.34,60.8,
16/05/2024 14:30,33.36,61.04,
16/05/2024 14:20,33.38,61.28,
16/05/2024 14:10,33.41,61.52,
16/05/2024 14:00,33.43,61.76,
16/05/2024 13:50,33.45,62,
16/05/2024 13:40,33.48,62.24,
16/05/2024 13:30,33.5,62.48,
16/05/2024 13:20,33.52,62.72,
16/05/2024 13:10,33.56,61.14,
16/05/2024 13:00,33.53,61.5,
16/05/2024 12:50,33.5,61.86,
16/05/2024 12:40,33.47,62.22,
16/05/2024 12:30,33.44,62.58,
16/05/2024 12:20,33.41,62.93,
16/05/2024 12:10,33.38,63.29,
16/05/2024 12:00,33.35,63.65,
16/05/2024 11:50,33.32,64.01,
16/05/2024 11:40,33.3,64.36,
16/05/2024 11:30,33.52,63.66,
16/05/2024 11:20,33.49,62.92,
16/05/2024 11:10,33.47,62.18,
16/05/2024 11:00,33.44,61.45,
16/05/2024 10:50,33.42,60.71,
16/05/2024 10:40,33.39,59.97,
16/05/2024 10:30,33.37,59.24,
16/05/2024 10:20,33.34,58.5,
16/05/2024 10:10,33.32,57.76,
16/05/2024 10:00,33.3,57.03,
16/05/2024 9:50,33.49,56.72,
16/05/2024 9:40,33.47,57.55,
16/05/2024 9:30,33.45,58.37,
16/05/2024 9:20,33.43,59.19,
16/05/2024 9:10,33.41,60.01,
16/05/2024 9:00,33.39,60.83,
16/05/2024 8:50,33.37,61.65,
16/05/2024 8:40,33.35,62.47,
16/05/2024 8:30,33.33,63.29,
16/05/2024 8:20,33.31,64.11,
16/05/2024 8:10,33.46,63.92,
16/05/2024 8:00,33.44,63.27,
16/05/2024 7:50,33.42,62.62,
16/05/2024 7:40,33.4,61.97,
16/05/2024 7:30,33.38,61.32,
16/05/2024 7:20,33.37,60.68,
16/05/2024 7:10,33.35,60.03,
16/05/2024 7:00,33.33,59.38,
16/05/2024 6:50,33.31,58.73,
16/05/2024 6:40,33.3,58.09,
16/05/2024 6:30,33.27,57.68,
16/05/2024 6:20,33.13,55.33,
16/05/2024 6:10,33,52.98,
16/05/2024 6:00,32.87,50.63,
16/05/2024 5:50,32.74,48.28,
16/05/2024 5:40,32.6,45.94,
16/05/2024 5:30,32.47,43.59,
16/05/2024 5:20,32.34,41.24,
16/05/2024 5:10,32.21,38.89,
16/05/2024 5:00,32.08,36.55,
16/05/2024 4:50,32.24,37.95,
16/05/2024 4:40,32.26,40.29,
16/05/2024 4:30,32.28,42.63,
16/05/2024 4:20,32.3,44.96,
16/05/2024 4:10,32.32,47.3,
16/05/2024 4:00,32.34,49.64,
16/05/2024 3:50,32.36,51.97,
16/05/2024 3:40,32.38,54.31,
16/05/2024 3:30,32.4,56.65,
16/05/2024 3:20,32.42,58.98,
16/05/2024 3:10,32.31,61.78,
16/05/2024 3:00,32.34,62.19,
16/05/2024 2:50,32.37,62.6,
16/05/2024 2:40,32.39,63,
16/05/2024 2:30,32.42,63.41,
16/05/2024 2:20,32.45,63.81,
16/05/2024 2:10,32.47,64.22,
16/05/2024 2:00,32.5,64.62,
16/05/2024 1:50,32.53,65.03,
16/05/2024 1:40,32.55,65.43,
16/05/2024 1:30,32.31,62.94,
16/05/2024 1:20,32.33,63.27,
16/05/2024 1:10,32.34,63.6,
16/05/2024 1:00,32.35,63.93,
16/05/2024 0:50,32.36,64.26,
16/05/2024 0:40,32.38,64.59,
16/05/2024 0:30,32.39,64.92,
16/05/2024 0:20,32.4,65.25,
16/05/2024 0:10,32.41,65.58,
16/05/2024 0:00,32.42,65.91,
15/05/2024 23:50,32.31,62.05,
15/05/2024 23:40,32.34,62.49,
15/05/2024 23:30,32.37,62.93,
15/05/2024 23:20,32.39,63.37,
15/05/2024 23:10,32.42,63.81,
15/05/2024 23:00,32.45,64.24,
15/05/2024 22:50,32.47,64.68,
15/05/2024 22:40,32.5,65.12,
15/05/2024 22:30,32.53,65.56,
15/05/2024 22:20,32.55,65.99,
15/05/2024 22:10,32.36,60.98,
15/05/2024 22:00,32.34,58.45,
15/05/2024 21:50,32.32,55.93,
15/05/2024 21:40,32.3,53.41,
15/05/2024 21:30,32.28,50.89,
15/05/2024 21:20,32.26,48.37,
15/05/2024 21:10,32.24,45.85,
15/05/2024 21:00,32.22,43.33,
15/05/2024 20:50,32.2,40.81,
15/05/2024 20:40,32.18,38.29,
15/05/2024 20:30,32.24,40.38,
15/05/2024 20:20,32.38,42.25,
15/05/2024 20:10,32.51,44.12,
15/05/2024 20:00,32.64,45.99,
15/05/2024 19:50,32.77,47.86,
15/05/2024 19:40,32.9,49.72,
15/05/2024 19:30,33.03,51.59,
15/05/2024 19:20,33.16,53.46,
15/05/2024 19:10,33.29,55.33,
15/05/2024 19:00,33.42,57.19,
15/05/2024 18:50,33.27,56.6,
15/05/2024 18:40,33.3,56.88,
15/05/2024 18:30,33.32,57.16,
15/05/2024 18:20,33.35,57.43,
15/05/2024 18:10,33.37,57.71,
15/05/2024 18:00,33.4,57.98,
15/05/2024 17:50,33.42,58.26,
15/05/2024 17:40,33.45,58.53,
15/05/2024 17:30,33.47,58.81,
15/05/2024 17:20,33.49,59.08,
15/05/2024 17:10,33.57,62.09,
15/05/2024 17:00,33.54,61.88,
15/05/2024 16:50,33.51,61.68,
15/05/2024 16:40,33.48,61.48,
15/05/2024 16:30,33.45,61.28,
15/05/2024 16:20,33.42,61.07,
15/05/2024 16:10,33.39,60.87,
15/05/2024 16:00,33.36,60.67,
15/05/2024 15:50,33.33,60.47,
15/05/2024 15:40,33.31,60.27,
15/05/2024 15:30,33.55,60.21,
15/05/2024 15:20,33.51,58,
15/05/2024 15:10,33.48,55.8,
15/05/2024 15:00,33.44,53.59,
15/05/2024 14:50,33.41,51.39,
15/05/2024 14:40,33.37,49.18,
15/05/2024 14:30,33.34,46.98,
15/05/2024 14:20,33.3,44.77,
15/05/2024 14:10,33.27,42.57,
15/05/2024 14:00,33.24,40.37,
15/05/2024 13:50,33.18,40.37,
15/05/2024 13:40,33.21,42.07,
15/05/2024 13:30,33.24,43.77,
15/05/2024 13:20,33.26,45.46,
15/05/2024 13:10,33.29,47.16,
15/05/2024 13:00,33.32,48.86,
15/05/2024 12:50,33.34,50.55,
15/05/2024 12:40,33.37,52.25,
15/05/2024 12:30,33.4,53.95,
15/05/2024 12:20,33.42,55.64,
15/05/2024 12:10,33.31,56.72,
15/05/2024 12:00,33.34,57.57,
15/05/2024 11:50,33.37,58.42,
15/05/2024 11:40,33.4,59.26,
15/05/2024 11:30,33.43,60.11,
15/05/2024 11:20,33.46,60.96,
15/05/2024 11:10,33.49,61.8,
15/05/2024 11:00,33.52,62.65,
15/05/2024 10:50,33.55,63.5,
15/05/2024 10:40,33.58,64.34,
15/05/2024 10:30,33.55,64.41,
15/05/2024 10:20,33.52,64.24,
15/05/2024 10:10,33.49,64.07,
15/05/2024 10:00,33.46,63.9,
15/05/2024 9:50,33.43,63.73,
15/05/2024 9:40,33.41,63.56,
15/05/2024 9:30,33.38,63.39,
15/05/2024 9:20,33.35,63.22,
15/05/2024 9:10,33.32,63.05,
15/05/2024 9:00,33.3,62.89,
15/05/2024 8:50,33.55,63.44,
15/05/2024 8:40,33.51,62.67,
15/05/2024 8:30,33.47,61.91,
15/05/2024 8:20,33.43,61.15,
15/05/2024 8:10,33.39,60.39,
15/05/2024 8:00,33.36,59.63,
15/05/2024 7:50,33.32,58.87,
15/05/2024 7:40,33.28,58.11,
15/05/2024 7:30,33.24,57.35,
15/05/2024 7:20,33.21,56.59,
15/05/2024 7:10,33.36,54.48,
15/05/2024 7:00,33.29,52.62,
15/05/2024 6:50,33.23,50.77,
15/05/2024 6:40,33.17,48.91,
15/05/2024 6:30,33.11,47.06,
15/05/2024 6:20,33.04,45.2,
15/05/2024 6:10,32.98,43.35,
15/05/2024 6:00,32.92,41.49,
15/05/2024 5:50,32.86,39.64,
15/05/2024 5:40,32.8,37.79,
15/05/2024 5:30,32.31,44.17,
15/05/2024 5:20,32.34,46.11,
15/05/2024 5:10,32.37,48.05,
15/05/2024 5:00,32.39,49.98,
15/05/2024 4:50,32.42,51.92,
15/05/2024 4:40,32.45,53.86,
15/05/2024 4:30,32.47,55.79,
15/05/2024 4:20,32.5,57.73,
15/05/2024 4:10,32.53,59.67,
15/05/2024 4:00,32.55,61.6,
15/05/2024 3:50,32.36,60.86,
15/05/2024 3:40,32.39,61.3,
15/05/2024 3:30,32.41,61.74,
15/05/2024 3:20,32.43,62.18,
15/05/2024 3:10,32.45,62.62,
15/05/2024 3:00,32.47,63.06,
15/05/2024 2:50,32.49,63.5,
15/05/2024 2:40,32.51,63.94,
15/05/2024 2:30,32.53,64.38,
15/05/2024 2:20,32.55,64.81,
15/05/2024 2:10,32.31,67.43,
15/05/2024 2:00,32.34,67.27,
15/05/2024 1:50,32.37,67.12,
15/05/2024 1:40,32.39,66.97,
15/05/2024 1:30,32.42,66.81,
15/05/2024 1:20,32.44,66.66,
15/05/2024 1:10,32.47,66.51,
15/05/2024 1:00,32.49,66.35,
15/05/2024 0:50,32.52,66.2,
15/05/2024 0:40,32.54,66.05,
15/05/2024 0:30,32.55,58.65,
15/05/2024 0:20,32.5,59.57,
15/05/2024 0:10,32.46,60.49,
15/05/2024 0:00,32.42,61.4,
14/05/2024 23:50,32.38,62.32,
14/05/2024 23:40,32.34,63.24,
14/05/2024 23:30,32.3,64.15,
14/05/2024 23:20,32.26,65.07,
14/05/2024 23:10,32.22,65.99,
14/05/2024 23:00,32.18,66.9,
14/05/2024 22:50,31.93,54.74,
14/05/2024 22:40,31.98,52.99,
14/05/2024 22:30,32.02,51.25,
14/05/2024 22:20,32.06,49.5,
14/05/2024 22:10,32.1,47.76,
14/05/2024 22:00,32.15,46.01,
14/05/2024 21:50,32.19,44.27,
14/05/2024 21:40,32.23,42.52,
14/05/2024 21:30,32.27,40.78,
14/05/2024 21:20,32.31,39.04,
14/05/2024 21:10,32.31,48.14,
14/05/2024 21:00,32.42,49.7,
14/05/2024 20:50,32.53,51.25,
14/05/2024 20:40,32.63,52.81,
14/05/2024 20:30,32.74,54.36,
14/05/2024 20:20,32.85,55.92,
14/05/2024 20:10,32.95,57.47,
14/05/2024 20:00,33.06,59.03,
14/05/2024 19:50,33.17,60.58,
14/05/2024 19:40,33.27,62.13,
14/05/2024 19:30,33.55,59.33,
14/05/2024 19:20,33.51,59.47,
14/05/2024 19:10,33.48,59.6,
14/05/2024 19:00,33.45,59.73,
14/05/2024 18:50,33.42,59.86,
14/05/2024 18:40,33.39,59.99,
14/05/2024 18:30,33.36,60.12,
14/05/2024 18:20,33.33,60.25,
14/05/2024 18:10,33.3,60.38,
14/05/2024 18:00,33.27,60.51,
14/05/2024 17:50,33.3,58.94,
14/05/2024 17:40,33.33,59.16,
14/05/2024 17:30,33.36,59.38,
14/05/2024 17:20,33.39,59.6,
14/05/2024 17:10,33.42,59.82,
14/05/2024 17:00,33.45,60.04,
14/05/2024 16:50,33.48,60.26,
14/05/2024 16:40,33.51,60.48,
14/05/2024 16:30,33.54,60.7,
14/05/2024 16:20,33.56,60.91,
14/05/2024 16:10,33.55,61.89,
14/05/2024 16:00,33.52,61.52,
14/05/2024 15:50,33.49,61.16,
14/05/2024 15:40,33.46,60.8,
14/05/2024 15:30,33.43,60.43,
14/05/2024 15:20,33.41,60.07,
14/05/2024 15:10,33.38,59.71,
14/05/2024 15:00,33.35,59.34,
14/05/2024 14:50,33.32,58.98,
14/05/2024 14:40,33.3,58.62,
14/05/2024 14:30,33.41,58.38,
14/05/2024 14:20,33.36,56.53,
14/05/2024 14:10,33.32,54.68,
14/05/2024 14:00,33.28,52.84,
14/05/2024 13:50,33.24,50.99,
14/05/2024 13:40,33.2,49.14,
14/05/2024 13:30,33.16,47.3,
14/05/2024 13:20,33.12,45.45,
14/05/2024 13:10,33.08,43.6,
14/05/2024 13:00,33.04,41.76,
14/05/2024 12:50,33.24,39.5,
14/05/2024 12:40,33.19,40.81,
14/05/2024 12:30,33.14,42.11,
14/05/2024 12:20,33.1,43.42,
14/05/2024 12:10,33.05,44.72,
14/05/2024 12:00,33,46.03,
14/05/2024 11:50,32.96,47.33,
14/05/2024 11:40,32.91,48.64,
14/05/2024 11:30,32.86,49.94,
14/05/2024 11:20,32.82,51.24,
14/05/2024 11:10,32.49,41.14,
14/05/2024 11:00,32.61,43.63,
14/05/2024 10:50,32.73,46.12,
14/05/2024 10:40,32.85,48.61,
14/05/2024 10:30,32.97,51.1,
14/05/2024 10:20,33.08,53.59,
14/05/2024 10:10,33.2,56.08,
14/05/2024 10:00,33.32,58.57,
14/05/2024 9:50,33.44,61.06,
14/05/2024 9:40,33.55,63.54,
14/05/2024 9:30,33.3,63.58,
14/05/2024 9:20,33.33,63.27,
14/05/2024 9:10,33.35,62.97,
14/05/2024 9:00,33.38,62.67,
14/05/2024 8:50,33.4,62.37,
14/05/2024 8:40,33.43,62.07,
14/05/2024 8:30,33.45,61.77,
14/05/2024 8:20,33.48,61.47,
14/05/2024 8:10,33.5,61.17,
14/05/2024 8:00,33.52,60.87,
14/05/2024 7:50,33.49,62.3,
14/05/2024 7:40,33.46,62.18,
14/05/2024 7:30,33.44,62.06,
14/05/2024 7:20,33.42,61.95,
14/05/2024 7:10,33.4,61.83,
14/05/2024 7:00,33.37,61.71,
14/05/2024 6:50,33.35,61.6,
14/05/2024 6:40,33.33,61.48,
14/05/2024 6:30,33.31,61.36,
14/05/2024 6:20,33.29,61.25,
14/05/2024 6:10,33.16,64.19,
14/05/2024 6:00,33.06,63.98,
14/05/2024 5:50,32.97,63.77,
14/05/2024 5:40,32.88,63.56,
14/05/2024 5:30,32.79,63.35,
14/05/2024 5:20,32.69,63.14,
14/05/2024 5:10,32.6,62.93,
14/05/2024 5:00,32.51,62.72,
14/05/2024 4:50,32.42,62.51,
14/05/2024 4:40,32.33,62.31,
14/05/2024 4:30,32.31,64.22,
14/05/2024 4:20,32.34,63.98,
14/05/2024 4:10,32.36,63.74,
14/05/2024 4:00,32.38,63.5,
14/05/2024 3:50,32.4,63.26,
14/05/2024 3:40,32.43,63.02,
14/05/2024 3:30,32.45,62.78,
14/05/2024 3:20,32.47,62.54,
14/05/2024 3:10,32.49,62.3,
14/05/2024 3:00,32.51,62.07,
14/05/2024 2:50,32.55,62.13,
14/05/2024 2:40,32.52,62.32,
14/05/2024 2:30,32.49,62.5,
14/05/2024 2:20,32.47,62.68,
14/05/2024 2:10,32.44,62.86,
14/05/2024 2:00,32.41,63.04,
14/05/2024 1:50,32.39,63.22,
14/05/2024 1:40,32.36,63.4,
14/05/2024 1:30,32.33,63.58,
14/05/2024 1:20,32.31,63.76,
14/05/2024 1:10,32.55,62.76,
14/05/2024 1:00,32.52,63.02,
14/05/2024 0:50,32.49,63.27,
14/05/2024 0:40,32.47,63.52,
14/05/2024 0:30,32.44,63.77,
14/05/2024 0:20,32.41,64.02,
14/05/2024 0:10,32.39,64.27,
14/05/2024 0:00,32.36,64.52,
13/05/2024 23:50,32.33,64.77,
13/05/2024 23:40,32.31,65.02,
13/05/2024 23:30,32.31,63.51,
13/05/2024 23:20,32.34,63.72,
13/05/2024 23:10,32.37,63.93,
13/05/2024 23:00,32.39,64.14,
13/05/2024 22:50,32.42,64.35,
13/05/2024 22:40,32.45,64.56,
13/05/2024 22:30,32.47,64.77,
13/05/2024 22:20,32.5,64.98,
13/05/2024 22:10,32.53,65.19,
13/05/2024 22:00,32.55,65.4,
13/05/2024 21:50,32.55,65.19,
13/05/2024 21:40,32.51,64.89,
13/05/2024 21:30,32.48,64.59,
13/05/2024 21:20,32.44,64.3,
13/05/2024 21:10,32.41,64,
13/05/2024 21:00,32.37,63.71,
13/05/2024 20:50,32.34,63.41,
13/05/2024 20:40,32.3,63.12,
13/05/2024 20:30,32.27,62.82,
13/05/2024 20:20,32.24,62.53,
13/05/2024 20:10,32.59,63.31,
13/05/2024 20:00,32.69,63.09,
13/05/2024 19:50,32.79,62.87,
13/05/2024 19:40,32.89,62.65,
13/05/2024 19:30,32.99,62.43,
13/05/2024 19:20,33.09,62.22,
13/05/2024 19:10,33.19,62,
13/05/2024 19:00,33.29,61.78,
13/05/2024 18:50,33.39,61.56,
13/05/2024 18:40,33.49,61.35,
13/05/2024 18:30,33.29,62.04,
13/05/2024 18:20,33.31,61.83,
13/05/2024 18:10,33.32,61.62,
13/05/2024 18:00,33.34,61.41,
13/05/2024 17:50,33.35,61.2,
13/05/2024 17:40,33.37,60.99,
13/05/2024 17:30,33.38,60.78,
13/05/2024 17:20,33.4,60.57,
13/05/2024 17:10,33.41,60.36,
13/05/2024 17:00,33.42,60.15,
13/05/2024 16:50,33.52,63.31,
13/05/2024 16:40,33.49,63.19,
13/05/2024 16:30,33.47,63.07,
13/05/2024 16:20,33.44,62.95,
13/05/2024 16:10,33.42,62.83,
13/05/2024 16:00,33.39,62.72,
13/05/2024 15:50,33.37,62.6,
13/05/2024 15:40,33.34,62.48,
13/05/2024 15:30,33.32,62.36,
13/05/2024 15:20,33.3,62.25,
13/05/2024 15:10,33.55,60.35,
13/05/2024 15:00,33.52,60.7,
13/05/2024 14:50,33.49,61.04,
13/05/2024 14:40,33.46,61.38,
13/05/2024 14:30,33.43,61.72,
13/05/2024 14:20,33.41,62.06,
13/05/2024 14:10,33.38,62.4,
13/05/2024 14:00,33.35,62.74,
13/05/2024 13:50,33.32,63.08,
13/05/2024 13:40,33.3,63.42,
13/05/2024 13:30,33.36,63.13,
13/05/2024 13:20,33.4,62.82,
13/05/2024 13:10,33.44,62.52,
13/05/2024 13:00,33.47,62.22,
13/05/2024 12:50,33.51,61.92,
13/05/2024 12:40,33.54,61.62,
13/05/2024 12:30,33.58,61.32,
13/05/2024 12:20,33.61,61.02,
13/05/2024 12:10,33.65,60.72,
13/05/2024 12:00,33.68,60.42,
13/05/2024 11:50,33.55,60.34,
13/05/2024 11:40,33.52,60.87,
13/05/2024 11:30,33.49,61.39,
13/05/2024 11:20,33.46,61.92,
13/05/2024 11:10,33.43,62.44,
13/05/2024 11:00,33.41,62.97,
13/05/2024 10:50,33.38,63.49,
13/05/2024 10:40,33.35,64.02,
13/05/2024 10:30,33.32,64.54,
13/05/2024 10:20,33.3,65.06,
13/05/2024 10:10,33.55,63.73,
13/05/2024 10:00,33.52,63.9,
13/05/2024 9:50,33.49,64.07,
13/05/2024 9:40,33.46,64.24,
13/05/2024 9:30,33.43,64.41,
13/05/2024 9:20,33.41,64.57,
13/05/2024 9:10,33.38,64.74,
13/05/2024 9:00,33.35,64.91,
13/05/2024 8:50,33.32,65.08,
13/05/2024 8:40,33.3,65.24,
13/05/2024 8:30,33.49,64.36,
13/05/2024 8:20,33.46,64.16,
13/05/2024 8:10,33.44,63.96,
13/05/2024 8:00,33.42,63.76,
13/05/2024 7:50,33.4,63.56,
13/05/2024 7:40,33.38,63.36,
13/05/2024 7:30,33.36,63.16,
13/05/2024 7:20,33.34,62.96,
13/05/2024 7:10,33.32,62.76,
13/05/2024 7:00,33.3,62.56,
13/05/2024 6:50,33.41,62.26,
13/05/2024 6:40,33.31,62.66,
13/05/2024 6:30,33.21,63.05,
13/05/2024 6:20,33.12,63.44,
13/05/2024 6:10,33.02,63.83,
13/05/2024 6:00,32.93,64.22,
13/05/2024 5:50,32.83,64.61,
13/05/2024 5:40,32.74,65,
13/05/2024 5:30,32.64,65.39,
13/05/2024 5:20,32.55,65.78,
13/05/2024 5:10,32.55,65.58,
13/05/2024 5:00,32.51,64.98,
13/05/2024 4:50,32.47,64.38,
13/05/2024 4:40,32.44,63.78,
13/05/2024 4:30,32.4,63.18,
13/05/2024 4:20,32.37,62.58,
13/05/2024 4:10,32.33,61.98,
13/05/2024 4:00,32.3,61.38,
13/05/2024 3:50,32.26,60.78,
13/05/2024 3:40,32.23,60.19,
13/05/2024 3:30,32.17,58.12,
13/05/2024 3:20,32.19,56.13,
13/05/2024 3:10,32.21,54.14,
13/05/2024 3:00,32.23,52.15,
13/05/2024 2:50,32.25,50.16,
13/05/2024 2:40,32.26,48.18,
13/05/2024 2:30,32.28,46.19,
13/05/2024 2:20,32.3,44.2,
13/05/2024 2:10,32.32,42.21,
13/05/2024 2:00,32.33,40.23,
13/05/2024 1:50,32.42,48.59,
13/05/2024 1:40,32.4,49.94,
13/05/2024 1:30,32.39,51.29,
13/05/2024 1:20,32.38,52.64,
13/05/2024 1:10,32.37,53.99,
13/05/2024 1:00,32.35,55.34,
13/05/2024 0:50,32.34,56.69,
13/05/2024 0:40,32.33,58.04,
13/05/2024 0:30,32.32,59.39,
13/05/2024 0:20,32.31,60.73,
13/05/2024 0:10,32.49,60.7,
13/05/2024 0:00,32.47,60.42,
12/05/2024 23:50,32.45,60.14,
12/05/2024 23:40,32.43,59.86,
12/05/2024 23:30,32.41,59.58,
12/05/2024 23:20,32.39,59.31,
12/05/2024 23:10,32.37,59.03,
12/05/2024 23:00,32.35,58.75,
12/05/2024 22:50,32.33,58.47,
12/05/2024 22:40,32.31,58.2,
12/05/2024 22:30,32.55,52.57,
12/05/2024 22:20,32.52,53.28,
12/05/2024 22:10,32.49,53.98,
12/05/2024 22:00,32.47,54.68,
12/05/2024 21:50,32.44,55.38,
12/05/2024 21:40,32.41,56.09,
12/05/2024 21:30,32.39,56.79,
12/05/2024 21:20,32.36,57.49,
12/05/2024 21:10,32.33,58.19,
12/05/2024 21:00,32.31,58.89,
12/05/2024 20:50,32.49,61.65,
12/05/2024 20:40,32.61,61.33,
12/05/2024 20:30,32.73,61.02,
12/05/2024 20:20,32.85,60.71,
12/05/2024 20:10,32.97,60.4,
12/05/2024 20:00,33.08,60.09,
12/05/2024 19:50,33.2,59.78,
12/05/2024 19:40,33.32,59.47,
12/05/2024 19:30,33.44,59.16,
12/05/2024 19:20,33.55,58.85,
12/05/2024 19:10,33.55,60.94,
12/05/2024 19:00,33.52,60.62,
12/05/2024 18:50,33.49,60.31,
12/05/2024 18:40,33.46,59.99,
12/05/2024 18:30,33.43,59.68,
12/05/2024 18:20,33.41,59.36,
12/05/2024 18:10,33.38,59.05,
12/05/2024 18:00,33.35,58.73,
12/05/2024 17:50,33.32,58.42,
12/05/2024 17:40,33.3,58.11,
12/05/2024 17:30,33.55,59.73,
12/05/2024 17:20,33.5,60.04,
12/05/2024 17:10,33.46,60.34,
12/05/2024 17:00,33.41,60.64,
12/05/2024 16:50,33.37,60.94,
12/05/2024 16:40,33.32,61.24,
12/05/2024 16:30,33.28,61.54,
12/05/2024 16:20,33.23,61.84,
12/05/2024 16:10,33.19,62.14,
12/05/2024 16:00,33.15,62.44,
12/05/2024 15:50,33.33,58.27,
12/05/2024 15:40,33.24,55.98,
12/05/2024 15:30,33.15,53.7,
12/05/2024 15:20,33.06,51.42,
12/05/2024 15:10,32.97,49.14,
12/05/2024 15:00,32.88,46.85,
12/05/2024 14:50,32.79,44.57,
12/05/2024 14:40,32.7,42.29,
12/05/2024 14:30,32.61,40.01,
12/05/2024 14:20,32.52,37.73,
12/05/2024 14:10,32.37,34.32,
12/05/2024 14:00,32.51,37.51,
12/05/2024 13:50,32.65,40.7,
12/05/2024 13:40,32.79,43.88,
12/05/2024 13:30,32.93,47.07,
12/05/2024 13:20,33.06,50.26,
12/05/2024 13:10,33.2,53.44,
12/05/2024 13:00,33.34,56.63,
12/05/2024 12:50,33.48,59.82,
12/05/2024 12:40,33.61,63,
12/05/2024 12:30,33.36,58.15,
12/05/2024 12:20,33.39,58.82,
12/05/2024 12:10,33.41,59.49,
12/05/2024 12:00,33.43,60.16,
12/05/2024 11:50,33.45,60.83,
12/05/2024 11:40,33.47,61.5,
12/05/2024 11:30,33.49,62.17,
12/05/2024 11:20,33.51,62.84,
12/05/2024 11:10,33.53,63.51,
12/05/2024 11:00,33.55,64.17,
12/05/2024 10:50,33.56,63.17,
12/05/2024 10:40,33.54,63.28,
