Time,Temperature(℃),Humidity(%RH),MAC address(49:22:11:25:0F:F3)
24/04/2024 7:30,33.33,60.42,
24/04/2024 7:20,33.32,60.2,
24/04/2024 7:10,33.3,59.98,
24/04/2024 7:00,33.29,59.77,
24/04/2024 6:50,33.28,59.55,
24/04/2024 6:40,33.26,59.33,
24/04/2024 6:30,33.25,59.11,
24/04/2024 6:20,33.24,58.9,
24/04/2024 6:10,33.37,57.54,
24/04/2024 6:00,33.25,58.56,
24/04/2024 5:50,33.13,59.57,
24/04/2024 5:40,33.01,60.58,
24/04/2024 5:30,32.89,61.59,
24/04/2024 5:20,32.78,62.61,
24/04/2024 5:10,32.66,63.62,
24/04/2024 5:00,32.54,64.63,
24/04/2024 4:50,32.42,65.64,
24/04/2024 4:40,32.31,66.65,
24/04/2024 4:30,32.06,66.1,
24/04/2024 4:20,32.1,65.76,
24/04/2024 4:10,32.13,65.43,
24/04/2024 4:00,32.16,65.1,
24/04/2024 3:50,32.2,64.77,
24/04/2024 3:40,32.23,64.43,
24/04/2024 3:30,32.26,64.1,
24/04/2024 3:20,32.3,63.77,
24/04/2024 3:10,32.33,63.44,
24/04/2024 3:00,32.36,63.11,
24/04/2024 2:50,32.18,61.74,
24/04/2024 2:40,32.21,62.02,
24/04/2024 2:30,32.24,62.29,
24/04/2024 2:20,32.26,62.56,
24/04/2024 2:10,32.29,62.83,
24/04/2024 2:00,32.32,63.1,
24/04/2024 1:50,32.34,63.37,
24/04/2024 1:40,32.37,63.64,
24/04/2024 1:30,32.4,63.91,
24/04/2024 1:20,32.42,64.18,
24/04/2024 1:10,32.34,62.99,
24/04/2024 1:00,32.33,63.3,
24/04/2024 0:50,32.33,63.6,
24/04/2024 0:40,32.33,63.9,
24/04/2024 0:30,32.32,64.2,
24/04/2024 0:20,32.32,64.51,
24/04/2024 0:10,32.32,64.81,
24/04/2024 0:00,32.31,65.11,
23/04/2024 23:50,32.31,65.41,
23/04/2024 23:40,32.31,65.71,
23/04/2024 23:30,32.36,63.91,
23/04/2024 23:20,32.34,64.22,
23/04/2024 23:10,32.33,64.53,
23/04/2024 23:00,32.32,64.84,
23/04/2024 22:50,32.3,65.15,
23/04/2024 22:40,32.29,65.45,
23/04/2024 22:30,32.28,65.76,
23/04/2024 22:20,32.26,66.07,
23/04/2024 22:10,32.25,66.38,
23/04/2024 22:00,32.24,66.68,
23/04/2024 21:50,31.99,62.85,
23/04/2024 21:40,32.03,61.2,
23/04/2024 21:30,32.07,59.56,
23/04/2024 21:20,32.11,57.91,
23/04/2024 21:10,32.15,56.27,
23/04/2024 21:00,32.18,54.62,
23/04/2024 20:50,32.22,52.98,
23/04/2024 20:40,32.26,51.33,
23/04/2024 20:30,32.3,49.69,
23/04/2024 20:20,32.33,48.05,
23/04/2024 20:10,32.31,62.09,
23/04/2024 20:00,32.44,61.65,
23/04/2024 19:50,32.56,61.22,
23/04/2024 19:40,32.68,60.78,
23/04/2024 19:30,32.81,60.35,
23/04/2024 19:20,32.93,59.91,
23/04/2024 19:10,33.05,59.48,
23/04/2024 19:00,33.18,59.04,
23/04/2024 18:50,33.3,58.61,
23/04/2024 18:40,33.42,58.18,
23/04/2024 18:30,33.24,60.88,
23/04/2024 18:20,33.26,60.4,
23/04/2024 18:10,33.27,59.92,
23/04/2024 18:00,33.28,59.45,
23/04/2024 17:50,33.3,58.97,
23/04/2024 17:40,33.31,58.5,
23/04/2024 17:30,33.32,58.02,
23/04/2024 17:20,33.34,57.55,
23/04/2024 17:10,33.35,57.07,
23/04/2024 17:00,33.36,56.6,
23/04/2024 16:50,33.42,60.71,
23/04/2024 16:40,33.4,60.35,
23/04/2024 16:30,33.38,60,
23/04/2024 16:20,33.36,59.64,
23/04/2024 16:10,33.34,59.29,
23/04/2024 16:00,33.33,58.93,
23/04/2024 15:50,33.31,58.58,
23/04/2024 15:40,33.29,58.22,
23/04/2024 15:30,33.27,57.87,
23/04/2024 15:20,33.26,57.52,
23/04/2024 15:10,33.24,57.8,
23/04/2024 15:00,33.26,58.21,
23/04/2024 14:50,33.27,58.62,
23/04/2024 14:40,33.28,59.02,
23/04/2024 14:30,33.3,59.43,
23/04/2024 14:20,33.31,59.84,
23/04/2024 14:10,33.32,60.24,
23/04/2024 14:00,33.34,60.65,
23/04/2024 13:50,33.35,61.06,
23/04/2024 13:40,33.36,61.46,
23/04/2024 13:30,33.54,59.12,
23/04/2024 13:20,33.51,59.42,
23/04/2024 13:10,33.48,59.72,
23/04/2024 13:00,33.45,60.01,
23/04/2024 12:50,33.42,60.31,
23/04/2024 12:40,33.4,60.6,
23/04/2024 12:30,33.37,60.9,
23/04/2024 12:20,33.34,61.19,
23/04/2024 12:10,33.31,61.49,
23/04/2024 12:00,33.29,61.78,
23/04/2024 11:50,33.54,61.42,
23/04/2024 11:40,33.5,60.33,
23/04/2024 11:30,33.46,59.24,
23/04/2024 11:20,33.42,58.16,
23/04/2024 11:10,33.38,57.07,
23/04/2024 11:00,33.34,55.98,
23/04/2024 10:50,33.3,54.9,
23/04/2024 10:40,33.26,53.81,
23/04/2024 10:30,33.22,52.72,
23/04/2024 10:20,33.18,51.64,
23/04/2024 10:10,33.11,51.24,
23/04/2024 10:00,33.16,52.5,
23/04/2024 9:50,33.2,53.75,
23/04/2024 9:40,33.24,55,
23/04/2024 9:30,33.28,56.25,
23/04/2024 9:20,33.33,57.51,
23/04/2024 9:10,33.37,58.76,
23/04/2024 9:00,33.41,60.01,
23/04/2024 8:50,33.45,61.26,
23/04/2024 8:40,33.49,62.51,
23/04/2024 8:30,33.19,62.06,
23/04/2024 8:20,33.21,61.67,
23/04/2024 8:10,33.22,61.28,
23/04/2024 8:00,33.23,60.89,
23/04/2024 7:50,33.25,60.5,
23/04/2024 7:40,33.26,60.11,
23/04/2024 7:30,33.27,59.72,
23/04/2024 7:20,33.29,59.33,
23/04/2024 7:10,33.3,58.94,
23/04/2024 7:00,33.31,58.55,
23/04/2024 6:50,33.36,60.74,
23/04/2024 6:40,33.3,60.3,
23/04/2024 6:30,33.24,59.86,
23/04/2024 6:20,33.18,59.42,
23/04/2024 6:10,33.12,58.98,
23/04/2024 6:00,33.07,58.55,
23/04/2024 5:50,33.01,58.11,
23/04/2024 5:40,32.95,57.67,
23/04/2024 5:30,32.89,57.23,
23/04/2024 5:20,32.84,56.8,
23/04/2024 5:10,32.8,61.01,
23/04/2024 5:00,32.74,61.5,
23/04/2024 4:50,32.69,61.98,
23/04/2024 4:40,32.63,62.46,
23/04/2024 4:30,32.58,62.94,
23/04/2024 4:20,32.52,63.43,
23/04/2024 4:10,32.47,63.91,
23/04/2024 4:00,32.41,64.39,
23/04/2024 3:50,32.36,64.87,
23/04/2024 3:40,32.31,65.35,
23/04/2024 3:30,32.33,65.45,
23/04/2024 3:20,32.29,64.51,
23/04/2024 3:10,32.26,63.58,
23/04/2024 3:00,32.23,62.64,
23/04/2024 2:50,32.2,61.71,
23/04/2024 2:40,32.17,60.77,
23/04/2024 2:30,32.14,59.84,
23/04/2024 2:20,32.11,58.9,
23/04/2024 2:10,32.08,57.97,
23/04/2024 2:00,32.05,57.04,
23/04/2024 1:50,32.05,45.32,
23/04/2024 1:40,32.08,46.38,
23/04/2024 1:30,32.11,47.44,
23/04/2024 1:20,32.14,48.5,
23/04/2024 1:10,32.17,49.56,
23/04/2024 1:00,32.2,50.62,
23/04/2024 0:50,32.23,51.68,
23/04/2024 0:40,32.26,52.74,
23/04/2024 0:30,32.29,53.8,
23/04/2024 0:20,32.31,54.86,
23/04/2024 0:10,32.05,53.57,
23/04/2024 0:00,32.08,54.8,
22/04/2024 23:50,32.11,56.03,
22/04/2024 23:40,32.14,57.26,
22/04/2024 23:30,32.17,58.49,
22/04/2024 23:20,32.2,59.71,
22/04/2024 23:10,32.23,60.94,
22/04/2024 23:00,32.26,62.17,
22/04/2024 22:50,32.29,63.4,
22/04/2024 22:40,32.31,64.62,
22/04/2024 22:30,32.33,60.22,
22/04/2024 22:20,32.31,60.7,
22/04/2024 22:10,32.29,61.18,
22/04/2024 22:00,32.27,61.66,
22/04/2024 21:50,32.25,62.14,
22/04/2024 21:40,32.24,62.61,
22/04/2024 21:30,32.22,63.09,
22/04/2024 21:20,32.2,63.57,
22/04/2024 21:10,32.18,64.05,
22/04/2024 21:00,32.17,64.52,
22/04/2024 20:50,32.24,64.56,
22/04/2024 20:40,32.28,64.08,
22/04/2024 20:30,32.31,63.6,
22/04/2024 20:20,32.35,63.12,
22/04/2024 20:10,32.38,62.64,
22/04/2024 20:00,32.42,62.17,
22/04/2024 19:50,32.45,61.69,
22/04/2024 19:40,32.49,61.21,
22/04/2024 19:30,32.52,60.73,
22/04/2024 19:20,32.55,60.26,
22/04/2024 19:10,32.8,62.46,
22/04/2024 19:00,32.87,62.14,
22/04/2024 18:50,32.93,61.82,
22/04/2024 18:40,32.99,61.51,
22/04/2024 18:30,33.05,61.19,
22/04/2024 18:20,33.12,60.87,
22/04/2024 18:10,33.18,60.56,
22/04/2024 18:00,33.24,60.24,
22/04/2024 17:50,33.3,59.92,
22/04/2024 17:40,33.36,59.61,
22/04/2024 17:30,33.36,60.51,
22/04/2024 17:20,33.33,60.23,
22/04/2024 17:10,33.3,59.96,
22/04/2024 17:00,33.27,59.69,
22/04/2024 16:50,33.24,59.42,
22/04/2024 16:40,33.22,59.14,
22/04/2024 16:30,33.19,58.87,
22/04/2024 16:20,33.16,58.6,
22/04/2024 16:10,33.13,58.33,
22/04/2024 16:00,33.11,58.06,
22/04/2024 15:50,33.29,56.95,
22/04/2024 15:40,33.06,53.91,
22/04/2024 15:30,32.84,50.88,
22/04/2024 15:20,32.61,47.85,
22/04/2024 15:10,32.39,44.82,
22/04/2024 15:00,32.16,41.79,
22/04/2024 14:50,31.94,38.76,
22/04/2024 14:40,31.71,35.73,
22/04/2024 14:30,31.49,32.7,
22/04/2024 14:20,31.27,29.67,
22/04/2024 14:10,31.29,32.31,
22/04/2024 14:00,31.43,30.48,
22/04/2024 13:50,31.57,28.65,
22/04/2024 13:40,31.71,26.82,
22/04/2024 13:30,31.85,24.99,
22/04/2024 13:20,31.99,23.16,
22/04/2024 13:10,32.13,21.33,
22/04/2024 13:00,32.27,19.5,
22/04/2024 12:50,32.41,17.67,
22/04/2024 12:40,32.55,15.84,
22/04/2024 12:30,32.58,32.34,
22/04/2024 12:20,32.66,35.21,
22/04/2024 12:10,32.74,38.08,
22/04/2024 12:00,32.82,40.94,
22/04/2024 11:50,32.9,43.81,
22/04/2024 11:40,32.98,46.67,
22/04/2024 11:30,33.06,49.54,
22/04/2024 11:20,33.14,52.4,
22/04/2024 11:10,33.22,55.27,
22/04/2024 11:00,33.3,58.13,
22/04/2024 10:50,33.05,42.18,
22/04/2024 10:40,33.08,43.22,
22/04/2024 10:30,33.1,44.26,
22/04/2024 10:20,33.13,45.3,
22/04/2024 10:10,33.15,46.34,
22/04/2024 10:00,33.18,47.38,
22/04/2024 9:50,33.2,48.42,
22/04/2024 9:40,33.23,49.46,
22/04/2024 9:30,33.25,50.5,
22/04/2024 9:20,33.27,51.54,
22/04/2024 9:10,33.11,54.53,
22/04/2024 9:00,33.14,55.18,
22/04/2024 8:50,33.16,55.83,
22/04/2024 8:40,33.19,56.48,
22/04/2024 8:30,33.21,57.13,
22/04/2024 8:20,33.24,57.78,
22/04/2024 8:10,33.26,58.43,
22/04/2024 8:00,33.29,59.08,
22/04/2024 7:50,33.31,59.73,
22/04/2024 7:40,33.33,60.37,
22/04/2024 7:30,33.31,57.2,
22/04/2024 7:20,33.3,57.54,
22/04/2024 7:10,33.3,57.87,
22/04/2024 7:00,33.29,58.2,
22/04/2024 6:50,33.29,58.54,
22/04/2024 6:40,33.28,58.87,
22/04/2024 6:30,33.28,59.2,
22/04/2024 6:20,33.27,59.54,
22/04/2024 6:10,33.27,59.87,
22/04/2024 6:00,33.27,60.2,
22/04/2024 5:50,33.27,61.02,
22/04/2024 5:40,33.13,61.39,
22/04/2024 5:30,33,61.75,
22/04/2024 5:20,32.87,62.11,
22/04/2024 5:10,32.74,62.48,
22/04/2024 5:00,32.6,62.84,
22/04/2024 4:50,32.47,63.2,
22/04/2024 4:40,32.34,63.57,
22/04/2024 4:30,32.21,63.93,
22/04/2024 4:20,32.08,64.29,
22/04/2024 4:10,32.23,61.95,
22/04/2024 4:00,32.18,59.91,
22/04/2024 3:50,32.14,57.87,
22/04/2024 3:40,32.1,55.84,
22/04/2024 3:30,32.06,53.8,
22/04/2024 3:20,32.02,51.76,
22/04/2024 3:10,31.98,49.73,
22/04/2024 3:00,31.94,47.69,
22/04/2024 2:50,31.9,45.65,
22/04/2024 2:40,31.86,43.62,
22/04/2024 2:30,32.31,49.66,
22/04/2024 2:20,32.28,50.8,
22/04/2024 2:10,32.25,51.93,
22/04/2024 2:00,32.22,53.06,
22/04/2024 1:50,32.19,54.19,
22/04/2024 1:40,32.16,55.33,
22/04/2024 1:30,32.13,56.46,
22/04/2024 1:20,32.1,57.59,
22/04/2024 1:10,32.07,58.72,
22/04/2024 1:00,32.05,59.85,
22/04/2024 0:50,32.02,62.69,
22/04/2024 0:40,32.06,62.24,
22/04/2024 0:30,32.09,61.8,
22/04/2024 0:20,32.12,61.36,
22/04/2024 0:10,32.15,60.92,
22/04/2024 0:00,32.19,60.48,
21/04/2024 23:50,32.22,60.04,
21/04/2024 23:40,32.25,59.6,
21/04/2024 23:30,32.28,59.16,
21/04/2024 23:20,32.31,58.72,
21/04/2024 23:10,32.31,61.52,
21/04/2024 23:00,32.28,61.87,
21/04/2024 22:50,32.26,62.22,
21/04/2024 22:40,32.24,62.56,
21/04/2024 22:30,32.22,62.91,
21/04/2024 22:20,32.19,63.26,
21/04/2024 22:10,32.17,63.6,
21/04/2024 22:00,32.15,63.95,
21/04/2024 21:50,32.13,64.3,
21/04/2024 21:40,32.11,64.64,
21/04/2024 21:30,32.33,64.01,
21/04/2024 21:20,32.29,63.61,
21/04/2024 21:10,32.26,63.21,
21/04/2024 21:00,32.23,62.81,
21/04/2024 20:50,32.2,62.41,
21/04/2024 20:40,32.17,62.01,
21/04/2024 20:30,32.14,61.61,
21/04/2024 20:20,32.11,61.21,
21/04/2024 20:10,32.08,60.81,
21/04/2024 20:00,32.05,60.42,
21/04/2024 19:50,32.05,62.53,
21/04/2024 19:40,32.19,62.08,
21/04/2024 19:30,32.33,61.64,
21/04/2024 19:20,32.47,61.19,
21/04/2024 19:10,32.61,60.75,
21/04/2024 19:00,32.75,60.3,
21/04/2024 18:50,32.89,59.86,
21/04/2024 18:40,33.03,59.41,
21/04/2024 18:30,33.17,58.97,
21/04/2024 18:20,33.3,58.53,
21/04/2024 18:10,33.36,57.58,
21/04/2024 18:00,33.34,57.88,
21/04/2024 17:50,33.32,58.18,
21/04/2024 17:40,33.3,58.48,
21/04/2024 17:30,33.28,58.78,
21/04/2024 17:20,33.26,59.08,
21/04/2024 17:10,33.24,59.38,
21/04/2024 17:00,33.22,59.68,
21/04/2024 16:50,33.2,59.98,
21/04/2024 16:40,33.18,60.28,
21/04/2024 16:30,33.2,55.72,
21/04/2024 16:20,33.22,56.08,
21/04/2024 16:10,33.23,56.43,
21/04/2024 16:00,33.24,56.78,
21/04/2024 15:50,33.25,57.14,
21/04/2024 15:40,33.27,57.49,
21/04/2024 15:30,33.28,57.84,
21/04/2024 15:20,33.29,58.2,
21/04/2024 15:10,33.3,58.55,
21/04/2024 15:00,33.31,58.9,
21/04/2024 14:50,33.42,57.86,
21/04/2024 14:40,33.39,58.42,
21/04/2024 14:30,33.36,58.98,
21/04/2024 14:20,33.34,59.53,
21/04/2024 14:10,33.31,60.09,
21/04/2024 14:00,33.28,60.64,
21/04/2024 13:50,33.26,61.2,
21/04/2024 13:40,33.23,61.75,
21/04/2024 13:30,33.2,62.31,
21/04/2024 13:20,33.18,62.86,
21/04/2024 13:10,33.11,62.91,
21/04/2024 13:00,33.14,62.54,
21/04/2024 12:50,33.17,62.17,
21/04/2024 12:40,33.19,61.8,
21/04/2024 12:30,33.22,61.43,
21/04/2024 12:20,33.25,61.06,
21/04/2024 12:10,33.27,60.69,
21/04/2024 12:00,33.3,60.32,
21/04/2024 11:50,33.33,59.95,
21/04/2024 11:40,33.35,59.58,
21/04/2024 11:30,33.3,59.67,
21/04/2024 11:20,33.28,60.11,
21/04/2024 11:10,33.27,60.55,
21/04/2024 11:00,33.26,60.98,
21/04/2024 10:50,33.24,61.42,
21/04/2024 10:40,33.23,61.85,
21/04/2024 10:30,33.22,62.29,
21/04/2024 10:20,33.2,62.72,
21/04/2024 10:10,33.19,63.16,
21/04/2024 10:00,33.18,63.59,
21/04/2024 9:50,33.31,63.28,
21/04/2024 9:40,33.29,62.88,
21/04/2024 9:30,33.28,62.49,
21/04/2024 9:20,33.26,62.1,
21/04/2024 9:10,33.25,61.71,
21/04/2024 9:00,33.23,61.31,
21/04/2024 8:50,33.22,60.92,
21/04/2024 8:40,33.2,60.53,
21/04/2024 8:30,33.19,60.14,
21/04/2024 8:20,33.18,59.75,
21/04/2024 8:10,33.05,58.95,
21/04/2024 8:00,33.08,59.42,
21/04/2024 7:50,33.11,59.89,
21/04/2024 7:40,33.14,60.36,
21/04/2024 7:30,33.17,60.83,
21/04/2024 7:20,33.19,61.29,
21/04/2024 7:10,33.22,61.76,
21/04/2024 7:00,33.25,62.23,
21/04/2024 6:50,33.28,62.7,
21/04/2024 6:40,33.3,63.16,
21/04/2024 6:30,33.3,61.65,
21/04/2024 6:20,33.24,61.09,
21/04/2024 6:10,33.19,60.53,
21/04/2024 6:00,33.14,59.98,
21/04/2024 5:50,33.09,59.42,
21/04/2024 5:40,33.03,58.86,
21/04/2024 5:30,32.98,58.31,
21/04/2024 5:20,32.93,57.75,
21/04/2024 5:10,32.88,57.19,
21/04/2024 5:00,32.83,56.64,
21/04/2024 4:50,32.68,59.42,
21/04/2024 4:40,32.61,60.05,
21/04/2024 4:30,32.54,60.67,
21/04/2024 4:20,32.47,61.29,
21/04/2024 4:10,32.4,61.91,
21/04/2024 4:00,32.33,62.54,
21/04/2024 3:50,32.26,63.16,
21/04/2024 3:40,32.19,63.78,
21/04/2024 3:30,32.12,64.4,
21/04/2024 3:20,32.05,65.02,
21/04/2024 3:10,32.05,60.94,
21/04/2024 3:00,32.08,60.17,
21/04/2024 2:50,32.11,59.4,
21/04/2024 2:40,32.14,58.63,
21/04/2024 2:30,32.17,57.86,
21/04/2024 2:20,32.2,57.09,
21/04/2024 2:10,32.23,56.32,
21/04/2024 2:00,32.26,55.55,
21/04/2024 1:50,32.29,54.78,
21/04/2024 1:40,32.31,54.01,
21/04/2024 1:30,32.31,59.08,
21/04/2024 1:20,32.28,59.6,
21/04/2024 1:10,32.25,60.11,
21/04/2024 1:00,32.22,60.63,
21/04/2024 0:50,32.19,61.14,
21/04/2024 0:40,32.16,61.66,
21/04/2024 0:30,32.13,62.17,
21/04/2024 0:20,32.1,62.69,
21/04/2024 0:10,32.07,63.2,
21/04/2024 0:00,32.04,63.71,
20/04/2024 23:50,32.05,65.91,
20/04/2024 23:40,32.08,65.62,
20/04/2024 23:30,32.11,65.34,
20/04/2024 23:20,32.14,65.06,
20/04/2024 23:10,32.17,64.77,
20/04/2024 23:00,32.2,64.49,
20/04/2024 22:50,32.23,64.21,
20/04/2024 22:40,32.26,63.92,
20/04/2024 22:30,32.29,63.64,
20/04/2024 22:20,32.31,63.36,
20/04/2024 22:10,32.31,66.23,
20/04/2024 22:00,32.29,66.03,
20/04/2024 21:50,32.28,65.84,
20/04/2024 21:40,32.26,65.64,
20/04/2024 21:30,32.25,65.45,
20/04/2024 21:20,32.23,65.25,
20/04/2024 21:10,32.22,65.06,
20/04/2024 21:00,32.2,64.86,
20/04/2024 20:50,32.19,64.67,
20/04/2024 20:40,32.18,64.48,
20/04/2024 20:30,32.05,63.58,
20/04/2024 20:20,32.15,63.9,
20/04/2024 20:10,32.24,64.21,
20/04/2024 20:00,32.34,64.53,
20/04/2024 19:50,32.43,64.84,
20/04/2024 19:40,32.53,65.16,
20/04/2024 19:30,32.62,65.47,
20/04/2024 19:20,32.72,65.79,
20/04/2024 19:10,32.81,66.1,
20/04/2024 19:00,32.9,66.41,
20/04/2024 18:50,33.18,63.24,
20/04/2024 18:40,33.2,63.08,
20/04/2024 18:30,33.21,62.93,
20/04/2024 18:20,33.22,62.77,
20/04/2024 18:10,33.24,62.62,
20/04/2024 18:00,33.25,62.46,
20/04/2024 17:50,33.26,62.31,
20/04/2024 17:40,33.28,62.15,
20/04/2024 17:30,33.29,62,
20/04/2024 17:20,33.3,61.85,
20/04/2024 17:10,33.31,62.05,
20/04/2024 17:00,33.26,61.69,
20/04/2024 16:50,33.22,61.33,
20/04/2024 16:40,33.18,60.98,
20/04/2024 16:30,33.13,60.62,
20/04/2024 16:20,33.09,60.27,
20/04/2024 16:10,33.05,59.91,
20/04/2024 16:00,33,59.56,
20/04/2024 15:50,32.96,59.2,
20/04/2024 15:40,32.92,58.85,
20/04/2024 15:30,32.82,56.15,
20/04/2024 15:20,32.65,52.75,
20/04/2024 15:10,32.49,49.35,
20/04/2024 15:00,32.33,45.95,
20/04/2024 14:50,32.17,42.55,
20/04/2024 14:40,32,39.15,
20/04/2024 14:30,31.84,35.75,
20/04/2024 14:20,31.68,32.35,
20/04/2024 14:10,31.52,28.95,
20/04/2024 14:00,31.36,25.55,
20/04/2024 13:50,31.74,25.79,
20/04/2024 13:40,31.92,29.45,
20/04/2024 13:30,32.1,33.1,
20/04/2024 13:20,32.27,36.75,
20/04/2024 13:10,32.45,40.41,
20/04/2024 13:00,32.63,44.06,
20/04/2024 12:50,32.8,47.71,
20/04/2024 12:40,32.98,51.37,
20/04/2024 12:30,33.16,55.02,
20/04/2024 12:20,33.33,58.67,
20/04/2024 12:10,33.33,57.14,
20/04/2024 12:00,33.35,57.32,
20/04/2024 11:50,33.37,57.49,
20/04/2024 11:40,33.39,57.66,
20/04/2024 11:30,33.41,57.83,
20/04/2024 11:20,33.42,58.01,
20/04/2024 11:10,33.44,58.18,
20/04/2024 11:00,33.46,58.35,
20/04/2024 10:50,33.48,58.52,
20/04/2024 10:40,33.49,58.69,
20/04/2024 10:30,33.43,54.84,
20/04/2024 10:20,33.41,55.28,
20/04/2024 10:10,33.39,55.72,
20/04/2024 10:00,33.38,56.15,
20/04/2024 9:50,33.36,56.59,
20/04/2024 9:40,33.35,57.02,
20/04/2024 9:30,33.33,57.46,
20/04/2024 9:20,33.32,57.89,
20/04/2024 9:10,33.3,58.33,
20/04/2024 9:00,33.29,58.76,
20/04/2024 8:50,33.42,53.36,
20/04/2024 8:40,33.4,53.82,
20/04/2024 8:30,33.39,54.28,
20/04/2024 8:20,33.37,54.73,
20/04/2024 8:10,33.36,55.19,
20/04/2024 8:00,33.34,55.65,
20/04/2024 7:50,33.33,56.1,
20/04/2024 7:40,33.31,56.56,
20/04/2024 7:30,33.3,57.02,
20/04/2024 7:20,33.29,57.47,
20/04/2024 7:10,33.55,56.43,
20/04/2024 7:00,33.51,56.97,
20/04/2024 6:50,33.48,57.5,
20/04/2024 6:40,33.45,58.03,
20/04/2024 6:30,33.42,58.56,
20/04/2024 6:20,33.39,59.09,
20/04/2024 6:10,33.36,59.62,
20/04/2024 6:00,33.33,60.15,
20/04/2024 5:50,33.3,60.68,
20/04/2024 5:40,33.27,61.21,
20/04/2024 5:30,33.24,59.87,
20/04/2024 5:20,33.12,59.37,
20/04/2024 5:10,33,58.87,
20/04/2024 5:00,32.88,58.38,
20/04/2024 4:50,32.76,57.88,
20/04/2024 4:40,32.65,57.38,
20/04/2024 4:30,32.53,56.89,
20/04/2024 4:20,32.41,56.39,
20/04/2024 4:10,32.29,55.89,
20/04/2024 4:00,32.18,55.4,
20/04/2024 3:50,32.31,60.36,
20/04/2024 3:40,32.34,60.86,
20/04/2024 3:30,32.37,61.35,
20/04/2024 3:20,32.39,61.84,
20/04/2024 3:10,32.42,62.34,
20/04/2024 3:00,32.45,62.83,
20/04/2024 2:50,32.47,63.32,
20/04/2024 2:40,32.5,63.82,
20/04/2024 2:30,32.53,64.31,
20/04/2024 2:20,32.55,64.8,
20/04/2024 2:10,32.36,65.52,
20/04/2024 2:00,32.34,65.03,
20/04/2024 1:50,32.32,64.54,
20/04/2024 1:40,32.3,64.05,
20/04/2024 1:30,32.28,63.56,
20/04/2024 1:20,32.26,63.08,
20/04/2024 1:10,32.24,62.59,
20/04/2024 1:00,32.22,62.1,
20/04/2024 0:50,32.2,61.61,
20/04/2024 0:40,32.18,61.13,
20/04/2024 0:30,32.31,61.13,
20/04/2024 0:20,32.26,59,
20/04/2024 0:10,32.22,56.87,
20/04/2024 0:00,32.18,54.75,
19/04/2024 23:50,32.13,52.62,
19/04/2024 23:40,32.09,50.49,
19/04/2024 23:30,32.05,48.37,
19/04/2024 23:20,32,46.24,
19/04/2024 23:10,31.96,44.11,
19/04/2024 23:00,31.92,41.99,
19/04/2024 22:50,32.34,50.59,
19/04/2024 22:40,32.32,52.21,
19/04/2024 22:30,32.3,53.82,
19/04/2024 22:20,32.28,55.43,
19/04/2024 22:10,32.26,57.04,
19/04/2024 22:00,32.25,58.66,
19/04/2024 21:50,32.23,60.27,
19/04/2024 21:40,32.21,61.88,
19/04/2024 21:30,32.19,63.49,
19/04/2024 21:20,32.18,65.1,
19/04/2024 21:10,32.49,65.89,
19/04/2024 21:00,32.47,66.12,
19/04/2024 20:50,32.45,66.35,
19/04/2024 20:40,32.43,66.58,
19/04/2024 20:30,32.41,66.81,
19/04/2024 20:20,32.39,67.04,
19/04/2024 20:10,32.37,67.27,
19/04/2024 20:00,32.35,67.5,
19/04/2024 19:50,32.33,67.73,
19/04/2024 19:40,32.31,67.96,
19/04/2024 19:30,32.62,62.69,
19/04/2024 19:20,32.73,63.21,
19/04/2024 19:10,32.83,63.73,
19/04/2024 19:00,32.93,64.25,
19/04/2024 18:50,33.04,64.77,
19/04/2024 18:40,33.14,65.29,
19/04/2024 18:30,33.24,65.81,
19/04/2024 18:20,33.35,66.33,
19/04/2024 18:10,33.45,66.85,
19/04/2024 18:00,33.55,67.37,
19/04/2024 17:50,33.3,64.7,
19/04/2024 17:40,33.33,64.47,
19/04/2024 17:30,33.36,64.25,
19/04/2024 17:20,33.39,64.03,
19/04/2024 17:10,33.42,63.8,
19/04/2024 17:00,33.44,63.58,
19/04/2024 16:50,33.47,63.36,
19/04/2024 16:40,33.5,63.13,
19/04/2024 16:30,33.53,62.91,
19/04/2024 16:20,33.55,62.69,
19/04/2024 16:10,33.61,62.19,
19/04/2024 16:00,33.57,62.34,
19/04/2024 15:50,33.54,62.48,
19/04/2024 15:40,33.5,62.62,
19/04/2024 15:30,33.47,62.76,
19/04/2024 15:20,33.43,62.91,
19/04/2024 15:10,33.4,63.05,
19/04/2024 15:00,33.36,63.19,
19/04/2024 14:50,33.33,63.33,
19/04/2024 14:40,33.3,63.47,
19/04/2024 14:30,33.54,63.25,
19/04/2024 14:20,33.51,62.68,
19/04/2024 14:10,33.48,62.11,
19/04/2024 14:00,33.46,61.54,
19/04/2024 13:50,33.43,60.97,
19/04/2024 13:40,33.4,60.4,
19/04/2024 13:30,33.38,59.83,
19/04/2024 13:20,33.35,59.26,
19/04/2024 13:10,33.32,58.69,
19/04/2024 13:00,33.3,58.12,
19/04/2024 12:50,33.55,64.08,
19/04/2024 12:40,33.52,63.84,
19/04/2024 12:30,33.49,63.61,
19/04/2024 12:20,33.46,63.38,
19/04/2024 12:10,33.43,63.14,
19/04/2024 12:00,33.41,62.91,
19/04/2024 11:50,33.38,62.68,
19/04/2024 11:40,33.35,62.44,
19/04/2024 11:30,33.32,62.21,
19/04/2024 11:20,33.3,61.98,
