Time,Temperature(℃),Humidity(%RH),MAC address(49:42:08:00:59:B8)
11/04/2024 17:50,30.68,73.13,
11/04/2024 17:40,30.74,72.98,
11/04/2024 17:30,30.8,72.82,
11/04/2024 17:20,30.86,72.67,
11/04/2024 17:10,30.93,72.51,
11/04/2024 17:00,30.99,72.36,
11/04/2024 16:50,31.05,72.2,
11/04/2024 16:40,31.11,72.05,
11/04/2024 16:30,31.17,71.9,
11/04/2024 16:20,31.13,70.42,
11/04/2024 16:10,31.05,70.8,
11/04/2024 16:00,30.98,71.18,
11/04/2024 15:50,30.91,71.56,
11/04/2024 15:40,30.84,71.94,
11/04/2024 15:30,30.77,72.32,
11/04/2024 15:20,30.7,72.7,
11/04/2024 15:10,30.63,73.08,
11/04/2024 15:00,30.56,73.46,
11/04/2024 14:50,30.49,73.83,
11/04/2024 14:40,30.49,73.5,
11/04/2024 14:30,30.54,73.41,
11/04/2024 14:20,30.58,73.33,
11/04/2024 14:10,30.62,73.25,
11/04/2024 14:00,30.66,73.17,
11/04/2024 13:50,30.71,73.09,
11/04/2024 13:40,30.75,73.01,
11/04/2024 13:30,30.79,72.93,
11/04/2024 13:20,30.83,72.85,
11/04/2024 13:10,30.87,72.77,
11/04/2024 13:00,30.88,72.54,
11/04/2024 12:50,30.92,72.38,
11/04/2024 12:40,30.95,72.22,
11/04/2024 12:30,30.98,72.06,
11/04/2024 12:20,31.02,71.9,
11/04/2024 12:10,31.05,71.75,
11/04/2024 12:00,31.08,71.59,
11/04/2024 11:50,31.12,71.43,
11/04/2024 11:40,31.15,71.27,
11/04/2024 11:30,31.18,71.12,
11/04/2024 11:20,30.37,72.49,
11/04/2024 11:10,30.43,72.29,
11/04/2024 11:00,30.49,72.09,
11/04/2024 10:50,30.54,71.89,
11/04/2024 10:40,30.6,71.69,
11/04/2024 10:30,30.65,71.5,
11/04/2024 10:20,30.71,71.3,
11/04/2024 10:10,30.76,71.1,
11/04/2024 10:00,30.82,70.9,
11/04/2024 9:50,30.87,70.71,
11/04/2024 9:40,30.98,69.89,
11/04/2024 9:30,30.91,70.24,
11/04/2024 9:20,30.84,70.58,
11/04/2024 9:10,30.77,70.92,
11/04/2024 9:00,30.7,71.27,
11/04/2024 8:50,30.64,71.61,
11/04/2024 8:40,30.57,71.95,
11/04/2024 8:30,30.5,72.3,
11/04/2024 8:20,30.43,72.64,
11/04/2024 8:10,30.37,72.98,
11/04/2024 8:00,30.24,73.04,
11/04/2024 7:50,30.28,72.84,
11/04/2024 7:40,30.32,72.65,
11/04/2024 7:30,30.35,72.46,
11/04/2024 7:20,30.39,72.26,
11/04/2024 7:10,30.42,72.07,
11/04/2024 7:00,30.46,71.88,
11/04/2024 6:50,30.49,71.68,
11/04/2024 6:40,30.53,71.49,
11/04/2024 6:30,30.56,71.3,
11/04/2024 6:20,30.37,68.22,
11/04/2024 6:10,30.26,68.57,
11/04/2024 6:00,30.15,68.92,
11/04/2024 5:50,30.05,69.27,
11/04/2024 5:40,29.94,69.62,
11/04/2024 5:30,29.84,69.96,
11/04/2024 5:20,29.73,70.31,
11/04/2024 5:10,29.63,70.66,
11/04/2024 5:00,29.52,71.01,
11/04/2024 4:50,29.42,71.35,
11/04/2024 4:40,30.14,68.85,
11/04/2024 4:30,30.05,69.12,
11/04/2024 4:20,29.96,69.38,
11/04/2024 4:10,29.88,69.64,
11/04/2024 4:00,29.79,69.91,
11/04/2024 3:50,29.71,70.17,
11/04/2024 3:40,29.62,70.43,
11/04/2024 3:30,29.54,70.7,
11/04/2024 3:20,29.45,70.96,
11/04/2024 3:10,29.37,71.22,
11/04/2024 3:00,29.75,71.16,
11/04/2024 2:50,29.81,71.04,
11/04/2024 2:40,29.86,70.92,
11/04/2024 2:30,29.92,70.8,
11/04/2024 2:20,29.97,70.68,
11/04/2024 2:10,30.03,70.56,
11/04/2024 2:00,30.08,70.44,
11/04/2024 1:50,30.14,70.32,
11/04/2024 1:40,30.19,70.2,
11/04/2024 1:30,30.24,70.09,
11/04/2024 1:20,30.17,66.37,
11/04/2024 1:10,30.06,66.94,
11/04/2024 1:00,29.95,67.51,
11/04/2024 0:50,29.84,68.08,
11/04/2024 0:40,29.73,68.65,
11/04/2024 0:30,29.62,69.22,
11/04/2024 0:20,29.51,69.79,
11/04/2024 0:10,29.4,70.36,
11/04/2024 0:00,29.29,70.93,
10/04/2024 23:50,29.18,71.5,
10/04/2024 23:40,29.61,70.97,
10/04/2024 23:30,29.7,70.88,
10/04/2024 23:20,29.78,70.8,
10/04/2024 23:10,29.87,70.71,
10/04/2024 23:00,29.95,70.63,
10/04/2024 22:50,30.04,70.54,
10/04/2024 22:40,30.12,70.46,
10/04/2024 22:30,30.21,70.37,
10/04/2024 22:20,30.29,70.29,
10/04/2024 22:10,30.37,70.21,
10/04/2024 22:00,30.37,70.12,
10/04/2024 21:50,30.48,70.05,
10/04/2024 21:40,30.58,69.99,
10/04/2024 21:30,30.69,69.92,
10/04/2024 21:20,30.79,69.86,
10/04/2024 21:10,30.9,69.79,
10/04/2024 21:00,31,69.73,
10/04/2024 20:50,31.11,69.66,
10/04/2024 20:40,31.21,69.6,
10/04/2024 20:30,31.31,69.54,
10/04/2024 20:20,31.43,69.73,
10/04/2024 20:10,31.4,69.82,
10/04/2024 20:00,31.38,69.91,
10/04/2024 19:50,31.36,69.99,
10/04/2024 19:40,31.34,70.08,
10/04/2024 19:30,31.32,70.16,
10/04/2024 19:20,31.3,70.25,
10/04/2024 19:10,31.28,70.33,
10/04/2024 19:00,31.26,70.42,
10/04/2024 18:50,31.24,70.5,
10/04/2024 18:40,31.24,70.22,
10/04/2024 18:30,31.19,70.14,
10/04/2024 18:20,31.15,70.06,
10/04/2024 18:10,31.11,69.98,
10/04/2024 18:00,31.07,69.9,
10/04/2024 17:50,31.03,69.83,
10/04/2024 17:40,30.99,69.75,
10/04/2024 17:30,30.95,69.67,
10/04/2024 17:20,30.91,69.59,
10/04/2024 17:10,30.87,69.52,
10/04/2024 17:00,30.88,69.34,
10/04/2024 16:50,30.84,69.12,
10/04/2024 16:40,30.81,68.9,
10/04/2024 16:30,30.78,68.68,
10/04/2024 16:20,30.74,68.46,
10/04/2024 16:10,30.71,68.25,
10/04/2024 16:00,30.68,68.03,
10/04/2024 15:50,30.64,67.81,
10/04/2024 15:40,30.61,67.59,
10/04/2024 15:30,30.58,67.38,
10/04/2024 15:20,30.49,56.54,
10/04/2024 15:10,30.43,57.72,
10/04/2024 15:00,30.37,58.9,
10/04/2024 14:50,30.32,60.07,
10/04/2024 14:40,30.26,61.25,
10/04/2024 14:30,30.21,62.43,
10/04/2024 14:20,30.15,63.6,
10/04/2024 14:10,30.1,64.78,
10/04/2024 14:00,30.04,65.96,
10/04/2024 13:50,29.99,67.13,
10/04/2024 13:40,30.12,37.09,
10/04/2024 13:30,30.21,39.93,
10/04/2024 13:20,30.29,42.76,
10/04/2024 13:10,30.37,45.59,
10/04/2024 13:00,30.46,48.43,
10/04/2024 12:50,30.54,51.26,
10/04/2024 12:40,30.62,54.09,
10/04/2024 12:30,30.71,56.93,
10/04/2024 12:20,30.79,59.76,
10/04/2024 12:10,30.87,62.59,
10/04/2024 12:00,30.61,61.18,
10/04/2024 11:50,30.68,60.69,
10/04/2024 11:40,30.75,60.21,
10/04/2024 11:30,30.82,59.73,
10/04/2024 11:20,30.89,59.25,
10/04/2024 11:10,30.96,58.77,
10/04/2024 11:00,31.03,58.29,
10/04/2024 10:50,31.1,57.81,
10/04/2024 10:40,31.17,57.33,
10/04/2024 10:30,31.24,56.85,
10/04/2024 10:20,30.61,59.56,
10/04/2024 10:10,30.69,59.28,
10/04/2024 10:00,30.77,59.01,
10/04/2024 9:50,30.85,58.74,
10/04/2024 9:40,30.93,58.47,
10/04/2024 9:30,31,58.2,
10/04/2024 9:20,31.08,57.93,
10/04/2024 9:10,31.16,57.66,
10/04/2024 9:00,31.24,57.39,
10/04/2024 8:50,31.31,57.12,
10/04/2024 8:40,30.55,59.32,
10/04/2024 8:30,30.64,58.86,
10/04/2024 8:20,30.73,58.4,
10/04/2024 8:10,30.82,57.94,
10/04/2024 8:00,30.91,57.48,
10/04/2024 7:50,31,57.03,
10/04/2024 7:40,31.09,56.57,
10/04/2024 7:30,31.18,56.11,
10/04/2024 7:20,31.27,55.65,
10/04/2024 7:10,31.36,55.2,
10/04/2024 7:00,30.25,59.72,
10/04/2024 6:50,30.34,59.34,
10/04/2024 6:40,30.42,58.96,
10/04/2024 6:30,30.5,58.58,
10/04/2024 6:20,30.58,58.2,
10/04/2024 6:10,30.67,57.82,
10/04/2024 6:00,30.75,57.44,
10/04/2024 5:50,30.83,57.06,
10/04/2024 5:40,30.91,56.68,
10/04/2024 5:30,30.99,56.3,
10/04/2024 5:20,31.12,54.69,
10/04/2024 5:10,31.04,55.24,
10/04/2024 5:00,30.96,55.78,
10/04/2024 4:50,30.88,56.32,
10/04/2024 4:40,30.8,56.87,
10/04/2024 4:30,30.73,57.41,
10/04/2024 4:20,30.65,57.95,
10/04/2024 4:10,30.57,58.5,
10/04/2024 4:00,30.49,59.04,
10/04/2024 3:50,30.42,59.58,
10/04/2024 3:40,30.02,54.47,
10/04/2024 3:30,30.15,55.22,
10/04/2024 3:20,30.27,55.96,
10/04/2024 3:10,30.39,56.71,
10/04/2024 3:00,30.52,57.45,
10/04/2024 2:50,30.64,58.2,
10/04/2024 2:40,30.76,58.94,
10/04/2024 2:30,30.89,59.69,
10/04/2024 2:20,31.01,60.43,
10/04/2024 2:10,31.13,61.17,
10/04/2024 2:00,30.96,61.29,
10/04/2024 1:50,30.84,60.77,
10/04/2024 1:40,30.72,60.25,
10/04/2024 1:30,30.6,59.74,
10/04/2024 1:20,30.48,59.22,
10/04/2024 1:10,30.37,58.7,
10/04/2024 1:00,30.25,58.19,
10/04/2024 0:50,30.13,57.67,
10/04/2024 0:40,30.01,57.15,
10/04/2024 0:30,29.9,56.64,
10/04/2024 0:20,30.93,57.43,
10/04/2024 0:10,30.81,57.93,
10/04/2024 0:00,30.7,58.43,
9/04/2024 23:50,30.59,58.93,
9/04/2024 23:40,30.48,59.43,
9/04/2024 23:30,30.36,59.93,
9/04/2024 23:20,30.25,60.43,
9/04/2024 23:10,30.14,60.93,
9/04/2024 23:00,30.03,61.43,
9/04/2024 22:50,29.92,61.92,
9/04/2024 22:40,30.99,62.15,
9/04/2024 22:30,30.89,61.64,
9/04/2024 22:20,30.79,61.14,
9/04/2024 22:10,30.7,60.64,
9/04/2024 22:00,30.6,60.14,
9/04/2024 21:50,30.5,59.64,
9/04/2024 21:40,30.41,59.14,
9/04/2024 21:30,30.31,58.64,
9/04/2024 21:20,30.21,58.14,
9/04/2024 21:10,30.12,57.64,
9/04/2024 21:00,30.37,61.5,
9/04/2024 20:50,30.44,61.57,
9/04/2024 20:40,30.51,61.63,
9/04/2024 20:30,30.58,61.69,
9/04/2024 20:20,30.65,61.76,
9/04/2024 20:10,30.72,61.82,
9/04/2024 20:00,30.79,61.88,
9/04/2024 19:50,30.86,61.95,
9/04/2024 19:40,30.93,62.01,
9/04/2024 19:30,31,62.07,
9/04/2024 19:20,30.87,62.17,
9/04/2024 19:10,30.89,62.14,
9/04/2024 19:00,30.9,62.12,
9/04/2024 18:50,30.91,62.09,
9/04/2024 18:40,30.92,62.07,
9/04/2024 18:30,30.94,62.04,
9/04/2024 18:20,30.95,62.02,
9/04/2024 18:10,30.96,61.99,
9/04/2024 18:00,30.97,61.97,
9/04/2024 17:50,30.98,61.95,
9/04/2024 17:40,30.87,61.97,
9/04/2024 17:30,30.84,61.87,
9/04/2024 17:20,30.82,61.77,
9/04/2024 17:10,30.8,61.67,
9/04/2024 17:00,30.78,61.57,
9/04/2024 16:50,30.75,61.48,
9/04/2024 16:40,30.73,61.38,
9/04/2024 16:30,30.71,61.28,
9/04/2024 16:20,30.69,61.18,
9/04/2024 16:10,30.67,61.09,
9/04/2024 16:00,30.67,60.86,
9/04/2024 15:50,30.73,60.65,
9/04/2024 15:40,30.78,60.44,
9/04/2024 15:30,30.83,60.24,
9/04/2024 15:20,30.88,60.03,
9/04/2024 15:10,30.94,59.82,
9/04/2024 15:00,30.99,59.62,
9/04/2024 14:50,31.04,59.41,
9/04/2024 14:40,31.09,59.2,
9/04/2024 14:30,31.14,59,
9/04/2024 14:20,31.31,56.89,
9/04/2024 14:10,31.23,57.2,
9/04/2024 14:00,31.15,57.51,
9/04/2024 13:50,31.07,57.82,
9/04/2024 13:40,30.99,58.13,
9/04/2024 13:30,30.92,58.44,
9/04/2024 13:20,30.84,58.75,
9/04/2024 13:10,30.76,59.06,
9/04/2024 13:00,30.68,59.37,
9/04/2024 12:50,30.61,59.67,
9/04/2024 12:40,31.34,56.28,
9/04/2024 12:30,31.28,56.56,
9/04/2024 12:20,31.22,56.84,
9/04/2024 12:10,31.16,57.12,
9/04/2024 12:00,31.1,57.4,
9/04/2024 11:50,31.04,57.68,
9/04/2024 11:40,30.98,57.96,
9/04/2024 11:30,30.92,58.24,
9/04/2024 11:20,30.86,58.52,
9/04/2024 11:10,30.81,58.8,
9/04/2024 11:00,30.87,58.29,
9/04/2024 10:50,30.93,57.94,
9/04/2024 10:40,30.98,57.59,
9/04/2024 10:30,31.03,57.24,
9/04/2024 10:20,31.08,56.89,
9/04/2024 10:10,31.14,56.54,
9/04/2024 10:00,31.19,56.19,
9/04/2024 9:50,31.24,55.84,
9/04/2024 9:40,31.29,55.49,
9/04/2024 9:30,31.34,55.15,
9/04/2024 9:20,30.99,54.96,
9/04/2024 9:10,31.06,55.33,
9/04/2024 9:00,31.13,55.7,
9/04/2024 8:50,31.2,56.06,
9/04/2024 8:40,31.27,56.43,
9/04/2024 8:30,31.34,56.8,
9/04/2024 8:20,31.41,57.16,
9/04/2024 8:10,31.48,57.53,
9/04/2024 8:00,31.55,57.9,
9/04/2024 7:50,31.61,58.26,
9/04/2024 7:40,31.59,58.09,
9/04/2024 7:30,31.51,57.83,
9/04/2024 7:20,31.43,57.57,
9/04/2024 7:10,31.35,57.31,
9/04/2024 7:00,31.27,57.05,
9/04/2024 6:50,31.19,56.79,
9/04/2024 6:40,31.11,56.53,
9/04/2024 6:30,31.03,56.27,
9/04/2024 6:20,30.95,56.01,
9/04/2024 6:10,30.87,55.76,
9/04/2024 6:00,30.87,58.07,
9/04/2024 5:50,30.93,57.7,
9/04/2024 5:40,30.99,57.33,
9/04/2024 5:30,31.04,56.96,
9/04/2024 5:20,31.1,56.59,
9/04/2024 5:10,31.15,56.22,
9/04/2024 5:00,31.21,55.85,
9/04/2024 4:50,31.26,55.48,
9/04/2024 4:40,31.32,55.11,
9/04/2024 4:30,31.37,54.75,
9/04/2024 4:20,30.67,55.1,
9/04/2024 4:10,30.74,55.45,
9/04/2024 4:00,30.81,55.8,
9/04/2024 3:50,30.87,56.15,
9/04/2024 3:40,30.94,56.5,
9/04/2024 3:30,31,56.84,
9/04/2024 3:20,31.07,57.19,
9/04/2024 3:10,31.13,57.54,
9/04/2024 3:00,31.2,57.89,
9/04/2024 2:50,31.26,58.23,
9/04/2024 2:40,31.24,55.22,
9/04/2024 2:30,31.15,55.63,
9/04/2024 2:20,31.07,56.03,
9/04/2024 2:10,30.99,56.43,
9/04/2024 2:00,30.9,56.83,
9/04/2024 1:50,30.82,57.23,
9/04/2024 1:40,30.74,57.63,
9/04/2024 1:30,30.65,58.03,
9/04/2024 1:20,30.57,58.43,
9/04/2024 1:10,30.49,58.83,
9/04/2024 1:00,31.31,54.18,
9/04/2024 0:50,31.21,54.69,
9/04/2024 0:40,31.12,55.2,
9/04/2024 0:30,31.03,55.7,
9/04/2024 0:20,30.94,56.21,
9/04/2024 0:10,30.85,56.72,
9/04/2024 0:00,30.76,57.22,
8/04/2024 23:50,30.67,57.73,
8/04/2024 23:40,30.58,58.24,
8/04/2024 23:30,30.49,58.74,
8/04/2024 23:20,30.99,55.43,
8/04/2024 23:10,30.9,55.98,
8/04/2024 23:00,30.82,56.53,
8/04/2024 22:50,30.74,57.08,
8/04/2024 22:40,30.65,57.63,
8/04/2024 22:30,30.57,58.18,
8/04/2024 22:20,30.49,58.73,
8/04/2024 22:10,30.4,59.28,
8/04/2024 22:00,30.32,59.83,
8/04/2024 21:50,30.24,60.37,
8/04/2024 21:40,30.37,56.1,
8/04/2024 21:30,30.48,56.69,
8/04/2024 21:20,30.58,57.28,
8/04/2024 21:10,30.69,57.87,
8/04/2024 21:00,30.79,58.46,
8/04/2024 20:50,30.9,59.05,
8/04/2024 20:40,31,59.64,
8/04/2024 20:30,31.11,60.23,
8/04/2024 20:20,31.21,60.82,
8/04/2024 20:10,31.31,61.4,
8/04/2024 20:00,30.49,62.07,
8/04/2024 19:50,30.56,61.79,
8/04/2024 19:40,30.63,61.51,
8/04/2024 19:30,30.7,61.24,
8/04/2024 19:20,30.77,60.96,
8/04/2024 19:10,30.84,60.68,
8/04/2024 19:00,30.91,60.41,
8/04/2024 18:50,30.98,60.13,
8/04/2024 18:40,31.05,59.85,
8/04/2024 18:30,31.12,59.58,
8/04/2024 18:20,31.17,58.76,
8/04/2024 18:10,31.06,55.84,
8/04/2024 18:00,30.96,52.92,
8/04/2024 17:50,30.86,50,
8/04/2024 17:40,30.75,47.08,
8/04/2024 17:30,30.65,44.17,
8/04/2024 17:20,30.55,41.25,
8/04/2024 17:10,30.44,38.33,
8/04/2024 17:00,30.34,35.41,
8/04/2024 16:50,30.24,32.5,
8/04/2024 16:40,31.34,57.7,
8/04/2024 16:30,31.24,58.29,
8/04/2024 16:20,31.15,58.87,
8/04/2024 16:10,31.05,59.45,
8/04/2024 16:00,30.96,60.04,
8/04/2024 15:50,30.86,60.62,
8/04/2024 15:40,30.77,61.2,
8/04/2024 15:30,30.67,61.79,
8/04/2024 15:20,30.58,62.37,
8/04/2024 15:10,30.49,62.95,
8/04/2024 15:00,30.49,62.17,
8/04/2024 14:50,30.59,61.61,
8/04/2024 14:40,30.69,61.06,
8/04/2024 14:30,30.78,60.5,
8/04/2024 14:20,30.88,59.95,
8/04/2024 14:10,30.98,59.39,
8/04/2024 14:00,31.07,58.84,
8/04/2024 13:50,31.17,58.28,
8/04/2024 13:40,31.27,57.73,
8/04/2024 13:30,31.36,57.18,
8/04/2024 13:20,30.61,61.96,
8/04/2024 13:10,30.71,61.39,
8/04/2024 13:00,30.81,60.82,
8/04/2024 12:50,30.91,60.26,
8/04/2024 12:40,31.01,59.69,
8/04/2024 12:30,31.1,59.13,
8/04/2024 12:20,31.2,58.56,
8/04/2024 12:10,31.3,58,
8/04/2024 12:00,31.4,57.43,
8/04/2024 11:50,31.49,56.87,
8/04/2024 11:40,30.87,60.57,
8/04/2024 11:30,30.94,60.08,
8/04/2024 11:20,31.01,59.59,
8/04/2024 11:10,31.08,59.1,
8/04/2024 11:00,31.15,58.61,
8/04/2024 10:50,31.22,58.12,
8/04/2024 10:40,31.29,57.63,
8/04/2024 10:30,31.36,57.14,
8/04/2024 10:20,31.43,56.65,
8/04/2024 10:10,31.49,56.16,
8/04/2024 10:00,30.9,59.57,
8/04/2024 9:50,31,59.05,
8/04/2024 9:40,31.09,58.53,
8/04/2024 9:30,31.18,58.01,
8/04/2024 9:20,31.28,57.49,
8/04/2024 9:10,31.37,56.97,
8/04/2024 9:00,31.46,56.45,
8/04/2024 8:50,31.56,55.93,
8/04/2024 8:40,31.65,55.41,
8/04/2024 8:30,31.74,54.89,
8/04/2024 8:20,30.93,59.04,
8/04/2024 8:10,31,58.57,
8/04/2024 8:00,31.06,58.1,
8/04/2024 7:50,31.12,57.63,
8/04/2024 7:40,31.18,57.16,
8/04/2024 7:30,31.25,56.7,
8/04/2024 7:20,31.31,56.23,
8/04/2024 7:10,31.37,55.76,
8/04/2024 7:00,31.43,55.29,
8/04/2024 6:50,31.49,54.83,
8/04/2024 6:40,30.6,58.88,
8/04/2024 6:30,30.7,58.48,
8/04/2024 6:20,30.8,58.09,
8/04/2024 6:10,30.9,57.7,
8/04/2024 6:00,31,57.3,
8/04/2024 5:50,31.1,56.91,
8/04/2024 5:40,31.2,56.52,
8/04/2024 5:30,31.3,56.12,
8/04/2024 5:20,31.4,55.73,
8/04/2024 5:10,31.49,55.34,
8/04/2024 5:00,30.61,58.75,
8/04/2024 4:50,30.71,58.23,
8/04/2024 4:40,30.8,57.72,
8/04/2024 4:30,30.89,57.2,
8/04/2024 4:20,30.98,56.69,
8/04/2024 4:10,31.07,56.17,
8/04/2024 4:00,31.16,55.66,
8/04/2024 3:50,31.25,55.14,
8/04/2024 3:40,31.34,54.63,
8/04/2024 3:30,31.43,54.12,
8/04/2024 3:20,31.61,53.29,
8/04/2024 3:10,31.5,53.9,
8/04/2024 3:00,31.4,54.51,
8/04/2024 2:50,31.29,55.11,
8/04/2024 2:40,31.19,55.72,
8/04/2024 2:30,31.08,56.32,
8/04/2024 2:20,30.98,56.93,
8/04/2024 2:10,30.87,57.53,
8/04/2024 2:00,30.77,58.14,
8/04/2024 1:50,30.67,58.74,
8/04/2024 1:40,30.61,59.01,
8/04/2024 1:30,30.7,58.41,
8/04/2024 1:20,30.79,57.82,
8/04/2024 1:10,30.87,57.22,
8/04/2024 1:00,30.96,56.63,
8/04/2024 0:50,31.05,56.03,
8/04/2024 0:40,31.13,55.44,
8/04/2024 0:30,31.22,54.84,
8/04/2024 0:20,31.31,54.25,
8/04/2024 0:10,31.39,53.66,
8/04/2024 0:00,31.2,55.22,
7/04/2024 23:50,31.1,55.74,
7/04/2024 23:40,31.01,56.25,
7/04/2024 23:30,30.92,56.76,
7/04/2024 23:20,30.83,57.27,
7/04/2024 23:10,30.73,57.78,
7/04/2024 23:00,30.64,58.29,
7/04/2024 22:50,30.55,58.8,
7/04/2024 22:40,30.46,59.31,
7/04/2024 22:30,30.37,59.82,
7/04/2024 22:20,30.37,55.97,
7/04/2024 22:10,30.48,56.54,
7/04/2024 22:00,30.58,57.11,
7/04/2024 21:50,30.68,57.68,
7/04/2024 21:40,30.79,58.25,
7/04/2024 21:30,30.89,58.81,
7/04/2024 21:20,30.99,59.38,
7/04/2024 21:10,31.1,59.95,
7/04/2024 21:00,31.2,60.52,
7/04/2024 20:50,31.3,61.08,
7/04/2024 20:40,30.74,57.15,
7/04/2024 20:30,30.81,57.67,
7/04/2024 20:20,30.87,58.18,
7/04/2024 20:10,30.93,58.7,
7/04/2024 20:00,31,59.21,
7/04/2024 19:50,31.06,59.73,
7/04/2024 19:40,31.12,60.24,
7/04/2024 19:30,31.19,60.76,
7/04/2024 19:20,31.25,61.27,
7/04/2024 19:10,31.31,61.78,
7/04/2024 19:00,30.64,62.03,
7/04/2024 18:50,30.72,61.53,
7/04/2024 18:40,30.8,61.03,
7/04/2024 18:30,30.88,60.53,
7/04/2024 18:20,30.96,60.03,
7/04/2024 18:10,31.04,59.54,
7/04/2024 18:00,31.12,59.04,
7/04/2024 17:50,31.2,58.54,
7/04/2024 17:40,31.28,58.04,
7/04/2024 17:30,31.36,57.55,
7/04/2024 17:20,30.61,61.95,
7/04/2024 17:10,30.71,61.43,
7/04/2024 17:00,30.8,60.91,
7/04/2024 16:50,30.89,60.39,
7/04/2024 16:40,30.98,59.87,
7/04/2024 16:30,31.07,59.36,
7/04/2024 16:20,31.16,58.84,
7/04/2024 16:10,31.25,58.32,
7/04/2024 16:00,31.34,57.8,
7/04/2024 15:50,31.43,57.29,
7/04/2024 15:40,31.36,56.71,
7/04/2024 15:30,31.3,57.26,
7/04/2024 15:20,31.25,57.81,
7/04/2024 15:10,31.19,58.35,
7/04/2024 15:00,31.14,58.9,
7/04/2024 14:50,31.08,59.45,
7/04/2024 14:40,31.03,59.99,
7/04/2024 14:30,30.97,60.54,
7/04/2024 14:20,30.92,61.09,
7/04/2024 14:10,30.87,61.63,
7/04/2024 14:00,31.5,55.93,
7/04/2024 13:50,31.43,56.56,
7/04/2024 13:40,31.36,57.18,
7/04/2024 13:30,31.29,57.81,
7/04/2024 13:20,31.22,58.43,
7/04/2024 13:10,31.15,59.06,
7/04/2024 13:00,31.08,59.68,
7/04/2024 12:50,31.01,60.31,
7/04/2024 12:40,30.94,60.93,
7/04/2024 12:30,30.87,61.55,
7/04/2024 12:20,30.84,56.98,
7/04/2024 12:10,30.92,57.46,
7/04/2024 12:00,30.99,57.94,
7/04/2024 11:50,31.06,58.42,
7/04/2024 11:40,31.13,58.9,
7/04/2024 11:30,31.2,59.37,
7/04/2024 11:20,31.27,59.85,
7/04/2024 11:10,31.34,60.33,
7/04/2024 11:00,31.41,60.81,
7/04/2024 10:50,31.48,61.28,
7/04/2024 10:40,30.87,61.62,
7/04/2024 10:30,30.97,61.12,
7/04/2024 10:20,31.07,60.63,
7/04/2024 10:10,31.16,60.14,
7/04/2024 10:00,31.26,59.65,
7/04/2024 9:50,31.36,59.15,
7/04/2024 9:40,31.45,58.66,
7/04/2024 9:30,31.55,58.17,
7/04/2024 9:20,31.65,57.68,
7/04/2024 9:10,31.74,57.19,
7/04/2024 9:00,31.59,61.18,
7/04/2024 8:50,31.51,60.59,
7/04/2024 8:40,31.43,60.01,
7/04/2024 8:30,31.35,59.42,
7/04/2024 8:20,31.27,58.84,
7/04/2024 8:10,31.19,58.25,
7/04/2024 8:00,31.11,57.67,
7/04/2024 7:50,31.03,57.08,
7/04/2024 7:40,30.95,56.5,
7/04/2024 7:30,30.87,55.92,
7/04/2024 7:20,31.46,60.53,
7/04/2024 7:10,31.35,60.02,
7/04/2024 7:00,31.25,59.52,
7/04/2024 6:50,31.14,59.02,
7/04/2024 6:40,31.04,58.52,
7/04/2024 6:30,30.93,58.01,
7/04/2024 6:20,30.83,57.51,
7/04/2024 6:10,30.72,57.01,
7/04/2024 6:00,30.62,56.51,
7/04/2024 5:50,30.52,56.01,
7/04/2024 5:40,31.36,55.15,
7/04/2024 5:30,31.26,55.9,
7/04/2024 5:20,31.16,56.65,
7/04/2024 5:10,31.07,57.39,
7/04/2024 5:00,30.97,58.14,
7/04/2024 4:50,30.88,58.88,
7/04/2024 4:40,30.78,59.63,
7/04/2024 4:30,30.69,60.37,
7/04/2024 4:20,30.59,61.12,
7/04/2024 4:10,30.5,61.86,
7/04/2024 4:00,30.42,59.04,
7/04/2024 3:50,30.52,59.55,
7/04/2024 3:40,30.61,60.06,
7/04/2024 3:30,30.7,60.56,
7/04/2024 3:20,30.79,61.07,
7/04/2024 3:10,30.88,61.57,
7/04/2024 3:00,30.97,62.08,
7/04/2024 2:50,31.06,62.58,
7/04/2024 2:40,31.15,63.09,
7/04/2024 2:30,31.24,63.59,
7/04/2024 2:20,31.39,58.34,
7/04/2024 2:10,31.28,58.89,
7/04/2024 2:00,31.17,59.44,
7/04/2024 1:50,31.06,59.98,
7/04/2024 1:40,30.95,60.53,
7/04/2024 1:30,30.85,61.07,
7/04/2024 1:20,30.74,61.62,
7/04/2024 1:10,30.63,62.16,
7/04/2024 1:00,30.52,62.71,
7/04/2024 0:50,30.42,63.25,
7/04/2024 0:40,31.24,62.41,
7/04/2024 0:30,31.11,60.63,
7/04/2024 0:20,30.99,58.86,
7/04/2024 0:10,30.86,57.09,
7/04/2024 0:00,30.74,55.32,
6/04/2024 23:50,30.61,53.55,
6/04/2024 23:40,30.49,51.78,
6/04/2024 23:30,30.36,50.01,
6/04/2024 23:20,30.24,48.24,
6/04/2024 23:10,30.12,46.47,
6/04/2024 23:00,31.49,67.67,
6/04/2024 22:50,31.35,64.91,
6/04/2024 22:40,31.21,62.15,
6/04/2024 22:30,31.07,59.4,
6/04/2024 22:20,30.93,56.64,
6/04/2024 22:10,30.79,53.88,
6/04/2024 22:00,30.65,51.13,
6/04/2024 21:50,30.51,48.37,
6/04/2024 21:40,30.37,45.61,
6/04/2024 21:30,30.24,42.86,
